实体1,QID,关系,实体2,QID.1
彼得罗·摩纳哥,Q30888067,出版,《112幅神圣的历史绘画作品集》,A360
维埃罗,Q6141801,再版,《112幅神圣的历史绘画作品集》,A360
迪特里希,Q536581,创作,《1156年维尔茨堡主教祝福新人》,Q26706747
乔万尼·巴蒂斯塔·蒂耶波洛,Q186202,创作,《1156年维尔茨堡主教祝福新人》,Q26706747
迪特里希,Q536581,创作,《1163年皇帝为哈罗德·冯·霍克海姆领主加冕》,A46
乔万尼·巴蒂斯塔·蒂耶波洛,Q186202,创作,《1163年皇帝为哈罗德·冯·霍克海姆领主加冕》,A46
克雷斯皮,Q528620,创作,《阿比盖尔送礼物给大卫》,A3
托马索·鲁福,Q2661419,委托,《阿比盖尔送礼物给大卫》,A3
克劳德·洛兰,Q214074,创作,《阿波罗的献祭》,Q27895778
克劳德·洛兰,Q214074,绘制,《阿波罗的献祭》,Q27895778
克劳德·洛兰,Q214074,创作,《阿波罗的献祭》,Q27895778
唐·加斯帕罗·阿尔蒂里的父亲,表中无ID,委托,《阿波罗的献祭》,Q27895778
卡洛·马拉塔,Q538998,创作,《阿波罗和达芙妮》,Q118877400
普桑,Q41554,绘制,《阿波罗和达芙妮》,Q118877400
卡米洛·马西斯米,Q1081448,委托,《阿波罗和库马·西比尔海岸风景》,Q21725334
乔瓦尼·巴格里昂,Q983332,创作,《阿波罗和缪斯女神》,A30
迪特里希,Q536581,创作,《阿波罗指引他的勃艮第比阿特丽斯新娘》,A31
乔万尼·巴蒂斯塔·蒂耶波洛,Q186202,创作,《阿波罗指引他的勃艮第比阿特丽斯新娘》,A31
乔万尼·巴蒂斯塔·西马洛里,Q3766629,创作,《阿格里皮娜被其子尼禄下令杀害》,A8
卡米洛·马西斯米,Q1081446,委托,《阿格斯守卫》,A35
罗曼内利,Q2983846,创作,《阿里阿德涅被爱唤醒》,A36
克劳德·洛兰,Q214074,创作,《阿斯卡尼俄斯射杀西尔维娅的雄鹿》,Q4803790
克劳德·洛兰,Q214074,创作,《阿斯卡尼俄斯射杀西尔维娅的雄鹿》,Q4803790
洛伦佐·奥诺弗里奥·科隆纳,Q3837032,委托,《阿斯卡尼俄斯射杀西尔维娅的雄鹿》,Q4803790
彼得罗·达·科尔托纳,Q333323,创作,《埃涅阿德的风景》,A196
彼得罗·达·科尔托纳,Q333323,绘制,《埃涅阿德的风景》,A196
克劳德·洛兰,Q214074,创作,《埃涅阿斯在拉提姆登陆》,Q119756834
克劳德·洛兰,Q214074,绘制,《埃涅阿斯在拉提姆登陆》,Q119756834
克劳德·洛兰,Q214074,创作,《埃涅阿斯在拉提姆登陆》,Q119756834
唐·加斯帕罗·阿尔蒂里,Q27999316,委托,《埃涅阿斯在拉提姆登陆》,Q119756834
费迪南德大公,Q465178,收藏,《安德洛玛克在埃涅阿斯面前哭泣》,A24
马尔坎托尼奥·弗兰切斯基尼,Q2543592,创作,《安德洛玛克在埃涅阿斯面前哭泣》,A24
乔万·奇奥塞弗·达尔·索莱,Q961329,创作,《安德洛玛克在埃涅阿斯面前哭泣》,A24
迪特里希,Q536581,绘制,《安东尼和克利奥佩特拉的宴会》,Q77007619
费迪南德大公,Q465178,收藏,《安东尼和克利奥佩特拉的宴会》,Q77007619
弗朗西斯科·特雷维萨尼,Q963875,创作,《安东尼和克利奥佩特拉的宴会》,Q77007619
皮亚泽塔,Q282670,绘制,《安吉洛·卡斯特》,A25
卡洛·马拉塔,Q538998,创作,《奥古斯都关闭雅努斯神庙》,Q72671544
费迪南德大公,Q465178,收藏,《巴比伦》,A37
弗朗索瓦·德·诺姆,Q1887392,创作,《巴比伦》,A37
博福特公爵,Q7585516,收藏,《巴德明顿风景》,Q40453567
卡纳莱托,Q182664,创作,《巴德明顿风景》,Q40453567
卡纳莱托,Q182664,绘制,《巴德明顿风景》,Q40453567
圭多·雷尼,Q109061,创作,《巴克斯和阿里阿德涅》,Q20881588
丰泰巴索,Q447991,绘制,《拜访亚伯拉罕的三位天使》,A272
丰泰巴索,Q447991,绘制,《拜访亚伯拉罕的三位天使》,A272
彼得罗·贝尔尼尼,Q712397,创作,《扮作大卫的自画像》,A197
圭多·雷尼,Q109061,创作,《绑架海伦》,Q118876935
弗朗西斯科·阿尔加罗蒂,Q439081,委托,《保护者》,A363
乔瓦尼·巴蒂斯塔·蒂耶波洛,Q186202,创作,《保护者》,A363
皮埃特罗·巴尔巴里戈,Q107565971,委托,《保护智慧的力量》,A209
曼弗林,Q16560336,收藏,《暴风雨》,Q930137
乔尔乔内,Q8459,创作,《暴风雨》,Q930137
卡西亚诺·达尔·波佐,Q1048333,委托,《暴风雨中的皮拉摩斯和忒贝》,A408
普桑,Q41554,绘制,《暴风雨中的皮拉摩斯和忒贝》,A408
费迪南德大公,Q465178,收藏,《被狗撕成碎片的王后耶洗别》,A450
吉罗拉莫·杜拉佐,表中无ID,收藏,《被狗撕成碎片的王后耶洗别》,A450
卢卡·焦尔达诺,Q332494,创作,《被狗撕成碎片的王后耶洗别》,A450
乔万·乔瑟福·达尔·索尔,Q961329,创作,《被基督打伤的圣特蕾莎》,A201
德·罗西,表中无ID,收藏,《被迦太基人杀死的雷古勒斯》,A188
萨尔瓦多·罗萨,Q359421,绘制,《被迦太基人杀死的雷古勒斯》,A188
萨尔瓦多·罗萨,Q359421,创作,《被迦太基人杀死的雷古勒斯》,A188
G.沃尔帕托,Q3107516,创作,《比萨的弗朗西斯科·阿尔加罗蒂墓前的哀悼者》,A380
阿巴特·加利亚尼,Q979496,出版,《财富》,Q20087469
博福特公爵,Q7585516,收藏,《财富》,Q20087469
萨尔瓦多·罗萨,Q359421,创作,《财富》,Q20087469
卡洛·马拉塔,Q538998,创作,《查尔斯·福克斯》,A65
弗朗切斯科·法内利,Q3749954,雕刻,《查尔斯一世》,A66
皮埃特罗·奥托博尼,Q101294,委托,《忏悔》,A226
朱塞佩·玛丽亚·克雷斯皮,Q528620,创作,《忏悔》,A226
米开朗基罗·达·卡拉瓦焦,Q42207,绘制,《尘世之爱》,Q474024
米开朗基罗·达·卡拉瓦焦,Q42207,创作,《尘世之爱》,Q474024
迪特里希,Q536581,绘制,《乘着火焰战车奔向天堂的以利亚》,A415
安尼巴莱·卡拉奇,Q7831,绘制,《吃豆子的人》,Q1232131
安尼巴莱·卡拉奇,Q7833,创作,《吃豆子的人》,Q1232131
阿米格尼,Q380897,创作,《崇拜偶像的所罗门》,A198
西吉斯蒙德·施特赖特,Q90687,收藏,《崇拜偶像的所罗门》,A198
安德烈·波德斯塔,Q4755099,制作,《崇拜维纳斯》,Q3743879
彼得·保罗·鲁本斯,Q5599,创作,《崇拜维纳斯》,Q3743879
提香,Q47551,创作,《崇拜维纳斯》,Q3743879
提香,Q47551,创作,《崇拜维纳斯》,Q3743879
提香,Q47551,创作,《崇拜维纳斯》,Q3743879
亚历山德罗·瓦罗塔里,Q1727824,临摹,《崇拜维纳斯》,Q3743879
乔瓦尼·兰弗兰科,Q447730,创作,《崇高的三位一体与基督受难的刑具的荣耀》,A6
安东·多梅尼科·加比亚尼,Q1083096,创作,《出埃及》,A98
费迪南德大公,Q465178,展示,《出埃及》,A98
费迪南德大公,Q465178,委托,《出埃及》,A98
卢多维科·大卫,Q6698987,创作,《出埃及》,A98
费迪南德大公,Q465178,拒绝,《穿越红海》,A75
卢卡·焦尔达诺,Q332494,创作,《穿越红海》,A75
安德里亚·拉扎里尼,Q3106991,创作,《从犁头上召唤出来的辛辛那图斯》,A71
弗朗西斯科·阿尔加罗蒂,Q439081,收藏,《从犁头上召唤出来的辛辛那图斯》,A71
巴尔托洛齐,表中无ID,雕刻,《村庄风景》,A297
马可·里奇,Q930162,绘制,《村庄风景》,A297
马可·里奇,Q930162,创作,《村庄风景》,A297
安东尼奥·玛丽亚·扎内蒂,Q944948,创作,《达芙妮和克洛伊》插图,A428
安东尼奥·德格里·埃菲蒂,表中无ID,收藏,《达那厄》,A78
彼得罗·利贝里,Q979467,创作,《大洪水》,Q118397664
费迪南德大公,Q465178,收藏,《大洪水》,Q118397664
乔瓦尼·巴蒂斯塔·皮亚泽塔,Q282670,创作,《大流士之死》,Q50821144
圭多·雷尼,Q109061,创作,《大天使米迦勒践踏魔鬼》,Q109925916
费迪南德大公,Q465178,委托,《大卫》,Q766487
卡洛·马拉塔,Q538998,创作,《大卫》,Q766487
詹南托尼奥·富米亚尼,Q1432600,创作,《大卫》,Q766487
彼得·穆尔斯,Q7175941,收藏,《大主教蒂洛森寓言式纪念墓地》,Q29651135
卡纳莱托,Q182664,创作,《大主教蒂洛森寓言式纪念墓地》,Q29651135
卡纳莱托,Q182664,创作,《大主教蒂洛森寓言式纪念墓地》,Q29651135
乔万尼·巴蒂斯塔·西马洛里,Q3766629,创作,《大主教蒂洛森寓言式纪念墓地》,Q29651135
乔万尼·巴蒂斯塔·西马洛里,Q3766629,创作,《大主教蒂洛森寓言式纪念墓地》,Q29651135
乔万尼·巴蒂斯塔·西马洛里,Q3766629,创作,《大主教蒂洛森寓言式纪念墓地》,Q29651135
詹巴蒂斯塔·皮托尼,Q982011,创作,《大主教蒂洛森寓言式纪念墓地》,Q29651135
萨尔瓦多·罗萨,Q359421,创作,《带有阿波罗的风景》,Q106584403
吉多·阿巴蒂尼,Q282810,创作,《带有巴尔贝里尼宫的奎琳岗风景》,A7
费迪南德大公,Q465178,收藏,《戴安娜和阿克特翁》,A368
塞巴斯蒂亚诺·里奇,Q26878812,创作,《戴安娜和阿克特翁》,A368
尼古拉斯·普桑,Q41554,创作,《戴安娜和恩底弥翁》,A332
费迪南德大公,Q465178,收藏,《戴安娜和卡里斯托》,A89
塞巴斯蒂亚诺·里奇,Q26878812,创作,《戴安娜和卡里斯托》,A89
西吉斯蒙德·施特赖特,Q90687,收藏,《戴着眼镜的老妇人》,A406
朱塞佩·诺加里,Q465422,创作,《戴着眼镜的老妇人》,A406
费迪南德大公,Q465178,收藏,《黛博拉和巴拉克》,Q50986222
弗朗切斯科·索利梅纳,Q736065,创作,《黛博拉和巴拉克》,Q50986222
吉罗拉莫·杜拉佐,表中无ID,收藏,《黛博拉和巴拉克》,Q50986222
米开朗基罗·塞阔齐,Q979862,绘制,《到达别墅》,A214
塞阔齐,Q979862,绘制,《到达别墅》,A214
卡米洛·马西斯米,Q1081442,委托,《德尔菲游行的风景》,Q20274952
克劳德·洛兰,Q214074,绘制,《德尔菲游行的风景》,Q20274952
克劳德·洛兰,Q214074,绘制,《德尔菲游行的风景》,Q20274952
克劳德·洛兰,Q214074,绘制,《德尔菲游行的风景》,Q20274952
费迪南德大公,Q465178,收藏,《德伊阿尼拉和内萨斯》,A383
卢卡·焦尔达诺,Q332494,创作,《德伊阿尼拉和内萨斯》,A383
贝尔纳迪诺·梅,Q472391,创作,《德治下的财富》,A398
弗拉维奥·奇吉,Q368700,委托,《德治下的财富》,A398
弗朗西斯科·索利梅纳,Q736065,绘制,《狄多和埃涅阿斯》,Q28093447
乔瓦尼·弗朗西斯科·巴尔比埃里（圭尔奇诺）,Q334262,创作,《迪多之死》,Q55831023
乔瓦尼·贝内德托·卡斯蒂廖内,Q40823,创作,《第欧根尼》,Q75194631
迪特里希,Q536581,创作,《东方头像》,A369
罗萨尔巴·卡列拉,Q237726,创作,《冬天》,Q18689216
约瑟夫·史密斯,Q476702,收藏,《冬天》,Q18689216
彼得罗·达·科尔托纳,Q333323,创作,《发现罗慕路斯与雷穆斯》,A337
迪特里希,Q536581,绘制,《发现真十字架的圣海伦》,A400
迪特里希,Q536581,绘制,《发现真十字架的圣海伦》,A400
佩莱格里尼,Q1358364,绘制,《法厄同的坠落》,A237
佩莱格里尼,Q1358364,创作,《法厄同的坠落》,A237
卡纳莱托,Q182664,绘制,《法国大使吉恩伯爵的入城式》,Q5977784
乔瓦尼·巴格里昂,Q983332,创作,《复活》,Q18573503
费迪南德大公,Q465178,收藏,《伽拉忒亚和特里同》,Q27970986
卢卡·焦尔达诺,Q332494,创作,《伽拉忒亚和特里同》,Q27970986
多梅尼科·布鲁乔里,Q16240592,创作,《该隐和亚伯》,A53
费迪南德大公,Q465178,购买,《该隐和亚伯》,A53
费迪南德大公,Q465178,收藏,《该隐之死》,A158
克劳德·洛兰,Q214074,创作,《冈多菲堡》,A59
吉罗拉莫·穆扎亚诺,Q1333792,创作,《割礼》,A225
马可·里奇,Q930162,绘制,《歌剧预演》,Q23699891
马可·里奇,Q930162,创作,《歌剧预演》,Q23699891
沃特金·威廉姆斯怀恩爵士,Q7529426,收藏,《歌剧预演》,Q23699891
奥拉齐奥·简提列斯基,Q367360,创作,《公众的福祉胜过危险》,Q18572437
费迪南德大公,Q465178,收藏,《古代宫殿》,A29
弗朗索瓦·诺米,Q1887392,创作,《古代宫殿》,A29
弗朗索瓦·德·诺姆,Q1887392,创作,《古代宫殿》,A29
曼弗林,Q16560336,收藏,《关闭》,Q50812385
泰奥多罗·科雷尔,Q2403974,购买,《关闭》,Q50812385
詹·安东尼奥·瓜尔迪,Q590969,创作,《关闭》,Q50812385
朱塞佩·玛丽亚·克雷斯皮,Q528620,创作,《盥洗室中的女孩》,A374
卡西亚诺·达尔·波佐,Q1048333,收藏,《国王迈达斯在帕托鲁斯河洗脸》,Q19911476
卡西亚诺·达尔·波佐,Q1048333,收藏,《国王迈达斯在帕托鲁斯河洗脸》,Q19911476
克劳德·洛兰,Q214074,创作,《海港》,Q52242065
安东尼奥·维瑞奥,Q2305594,创作,《海上的胜利》,Q28026269
卡西亚诺·达尔·波佐,Q1048333,委托,《海上风暴》,Q102961376
克劳德·洛兰,Q214074,绘制,《海上风暴》,Q102961376
弗朗西斯科·阿尔加罗蒂,Q439081,委托,《海神喷泉》,A441
迪特里希,Q536581,绘制,《海王星向威尼斯致敬》,A351
迪特里希,Q536581,创作,《海王星向威尼斯致敬》,A351
迪特里希,Q536581,绘制,《海王星向威尼斯致敬》,A351
迪特里希,Q536581,创作,《海王星向威尼斯致敬》,A351
迪特里希,Q536581,绘制,《海王星向威尼斯致敬》,A351
安东尼奥·维瑞奥,Q2305594,创作,《汉普顿宫殿楼梯壁画》,A358
卡纳莱托,Q182664,绘制,《河谷草地广场》,Q2636862
卡纳莱托,Q182664,绘制,《河谷草地广场》,Q2636862
安吉洛·奎里尼,Q536447,收藏,《赫拉克勒斯》,Q126267268
保罗·德·马蒂斯,Q1851224,创作,《赫拉克勒斯的选择》,Q118993578
乔瓦尼·巴蒂斯塔·蒂耶波洛,Q186202,创作,《亨利三世的喜宴》,Q5968478
委拉斯贵支,Q297,绘制,《胡安·德·帕雷哈》,Q4717953
弗朗西斯科·阿尔加罗蒂,Q439081,委托,《花》,A101
乔瓦尼·巴蒂斯塔·蒂耶波洛,Q186202,创作,《花》,A101
彼得罗·保利尼,Q774078,创作,《华伦斯坦之死》,A83
朱塞佩·玛丽亚·克雷斯皮,Q528620,绘制,《画家的家人》,A261
多纳托·克雷蒂,Q2340302,创作,《黄金马刺骑士》,A60
托马索·鲁福,Q2661419,委托,《黄金马刺骑士》,A60
安德里亚·波佐,Q380103,绘制,《基督的葬礼》,Q1213151
富米尼,Q1432600,创作,《基督将犹太人赶出圣殿》,A69
菲利波·法尔塞蒂,Q16556042,收藏,《基督升天》,Q2182509
米开朗基罗,Q5592,创作,《基督升天》,Q2182509
乔瓦尼·兰弗兰科,Q447730,创作,《基督在船上安抚门徒》,A70
卢卡·卡列瓦里斯,Q2704669,绘制,《纪念弗雷德里克四世的赛舟会》,Q21716446
乔瓦尼·巴蒂斯塔·皮亚泽塔,Q282670,创作,《祭坛上的穆西乌斯·斯卡沃拉》,A399
迪特里希,Q536581,绘制,《加尔默罗圣母像》,Q20068250
吉安·安东尼奥·瓜尔迪,Q590969,复制,《迦拿的婚礼》,Q119929412
费迪南德大公,Q465178,委托,《迦拿的婚礼》,Q119929412
加斯帕尔·如莫尔,Q3098722,收藏,《迦拿的婚礼》,Q119929412
马蒂亚·普雷蒂,Q468632,创作,《迦拿的婚礼》,Q119929412
吉安·安东尼奥·瓜尔迪,Q590969,复制,《坚毅》,A413
吉安·安东尼奥·瓜尔迪,Q590969,复制,《节制》,A404
彼得罗·达·科尔托纳,Q333323,绘制,《绑架海伦》,Q118876935
圭多·雷尼,Q109061,创作,《绑架海伦》,Q118876935
乔瓦尼·达·圣乔瓦尼,Q1058463,创作,《劫夺普罗塞耳皮娜》,A471
马斯莫·斯坦茨奥内,Q982384,绘制,《杰罗姆·班克斯》,Q52218910
拉尔夫·班克斯,Q7287206,收藏,《杰罗姆·班克斯》,Q52218910
马斯莫·斯坦茨奥内,Q982384,绘制,《杰罗姆·班克斯》,Q52218910
安德烈亚·费雷里奥,Q18217670,创作,《警觉》,A295
托马索·鲁福,Q2661419,委托,《警觉》,A295
彼得·保罗·鲁本斯,Q5599,创作,《酒神》,Q3632485
菲利波·法尔塞蒂,Q16556042,收藏,《酒神》,Q3632485
费迪南德大公,Q465178,收藏,《酒神》,Q3632485
卡洛·奇尼亚尼,Q239980,创作,《酒神》,Q3632485
尼科洛·卡萨纳,Q3341172,创作,《酒神》,Q3632485
提香,Q47551,创作,《酒神》,Q3632485
雅各布·桑索维诺,Q202267,创作,《酒神》,Q3632485
提香,Q47551,创作,《酒神祭》,Q18600136
罗曼内利,Q2983846,创作,《酒神与阿里阿德涅》,A40
提香,Q47551,创作,《酒神与阿丽雅德妮》,Q1206860
彼得罗·隆吉,Q447058,绘制,《巨人的陨落》,A238
彼得罗·隆吉,Q447058,绘制,《巨人的陨落》,A238
鲁本斯,Q5599,创作,《君士坦丁的一生》,A253
委拉斯贵支,Q297,创作,《卡米洛·马斯西米》,Q2935136
彼得罗·达·科尔托纳,Q333323,创作,《凯撒帮克利奥佩特拉重返王座》,Q17175813
弗朗西斯科·阿尔加罗蒂,Q439081,委托,《凯撒和西里西亚的海盗》,A52
皮亚泽塔,Q282670,创作,《凯撒和西里西亚的海盗》,A52
乔瓦尼·巴蒂斯塔·皮亚泽塔,Q282670,创作,《凯撒和西里西亚的海盗》,A52
彼得罗·安东尼奥·诺维利,Q1718478,创作,《克雷萨恳求埃涅阿斯从特洛伊大火中解救其父亲安基塞斯》,A74
圭多·卡尼亚奇,Q2449649,绘制,《克里奥佩特拉之死》,Q12899375
圭多·卡尼亚奇,Q2449649,创作,《克里奥佩特拉之死》,Q12899375
亚历山德罗·图尔奇,Q507279,创作,《克里奥佩特拉之死》,Q12899375
庞培奥·巴托尼,Q505613,创作,《克利奥佩特拉》,Q124102335
迪特里希,Q536581,创作,《克利奥佩特拉的盛宴》,Q18167078
弗朗西斯科·阿尔加罗蒂,Q439081,委托创作,《克利奥佩特拉的盛宴》,Q18167078
弗朗西斯科·阿尔加罗蒂,Q439081,委托,《克利奥佩特拉的盛宴》,Q18167078
费迪南德大公,Q465178,收藏,《库克肖像》,A405
尼科洛·卡萨纳,Q3341172,创作,《库克肖像》,A405
克雷斯皮,Q528620,创作,《莱托把牧羊人变成青蛙》,A318
朱塞佩·左奇,Q1528741,创作,《老A.M.萨内蒂与侯爵杰里尼》,A2
萨尔瓦多·罗萨,Q359421,绘制,《雷古勒斯之死》,A229
迪特里希,Q536581,绘制,《雷佐尼可的家族婚姻寓言》,A145
迪特里希,Q536581,绘制,《雷佐尼可的家族婚姻寓言》,A145
费迪南德大公,Q465178,收藏,《丽贝卡和艾莉泽》,A402
弗朗切斯科·索利梅纳,Q736065,创作,《丽贝卡和艾莉泽》,A402
费迪南德大公,Q465178,收藏,《利未人》,A251
克里斯托弗·斯托勒,表中无ID,创作,《利未人》,A251
安东尼奥·卡诺瓦,Q5547,创作,《两篮水果和鲜花》,A284
卡尔·罗思,Q670135,复制,《烈士圣彼得》,Q119906345
提齐亚诺·韦切利奥,Q47551,创作,《烈士圣彼得》,Q119906345
尼古拉斯·普桑,Q41554,创作,《灵感来源》,Q3204226
安尼巴莱·卡拉奇,Q7836,创作,《卢克蕾西亚》,Q20529027
托马索·鲁福,Q2661419,收藏,《卢克蕾西亚》,Q20529027
阿米格尼,Q380897,创作,《罗得和他的女儿们》,A338
卡洛·洛斯,Q670135,创作,《罗得和他的女儿们》,A338
西吉斯蒙德·施特赖特,Q90687,收藏,《罗得和他的女儿们》,A338
瓦伦丁,Q1337275,创作,《罗马的预言》,A11
瓦伦丁·德·布洛涅,Q1337275,创作,《罗马的预言》,A11
格里马尼,Q786457,展览,《罗马历史》,A115
圭尔奇诺,Q334262,创作,《罗马人与撒宾人科里奥兰纳斯及其母亲之间的战争》,A275
乔万·弗朗切斯科·罗曼内利,Q2983846,创作,《罗慕路斯与雷穆斯》,A343
罗曼内利,Q2983846,创作,《罗穆卢斯与瑞摩斯》,A407
卡拉瓦乔,Q42207,绘制,《马费奥·巴尔贝里尼》,Q16596970
托马索·鲁福,Q2661419,收藏,《马萨内利亚》,A147
米开朗基罗·塞阔齐,Q979862,创作,《马萨涅洛的叛乱》,A267
彼得罗·达·科尔托纳,Q333323,绘制,《马塞洛·萨凯蒂》,A370
乔瓦尼·巴蒂斯塔·皮亚泽塔,Q282670,绘制,《马歇尔·舒伦伯格》,A362
费迪南德大公,Q465178,收藏,《玛尔叙阿斯的飞翔》,Q67203478
加斯帕尔·如莫尔,Q3098722,收藏,《玛尔叙阿斯的飞翔》,Q67203478
朱塞佩·德·里贝拉,Q297838,创作,《玛尔叙阿斯的飞翔》,Q67203478
安东尼奥·德格里·埃菲蒂,表中无ID,收藏,《迈达斯国王》,A130
卢卡·卡列瓦里斯,Q2704669,绘制,《曼彻斯特勋爵到达威尼斯》,Q98145601
格雷戈里奥·拉扎里尼,Q1384461,创作,《曼森蒂乌斯》,Q110872609
安东尼奥·鲁福,Q88949215,收藏,《盲人荷马》,Q11710021
安东尼奥·鲁福,Q88949215,退回,《盲人荷马》,Q11710021
费迪南德大公,Q465178,收藏,《盲人荷马》,Q11710021
伦勃朗·哈门松·范·莱因,Q5598,创作,《盲人荷马》,Q11710021
贾科莫·博尔戈尼奥内,Q1366347,绘制,《美丽的比利时人》插图,A307
贾科莫·博尔戈尼奥内,Q1366347,创作,《美丽的比利时人》插图,A307
扬·米尔,Q979945,绘制,《美丽的比利时人》插图,A307
扬·米尔,Q979945,创作,《美丽的比利时人》插图,A307
迪特里希,Q536581,绘制,《米西纳斯向奥古斯都展示作品》,Q12123145
迪特里希,Q536581,构思,《米西纳斯向奥古斯都展示作品》,Q12123145
莱奥纳缇,Q5557896,雕刻,《米西纳斯向奥古斯都展示作品》,Q12123145
巴尔达萨雷·弗兰切斯基尼,Q2403504,创作,《名誉带着路易十四的名字登上不朽的圣殿》,A375
多梅尼科·圭迪,Q937081,创作,《名誉将路易十四的荣耀铭刻在时间的臂膀上》,A397
安德里亚·卡马西,Q3615565,创作,《命运三女神》,A96
卡米洛·马西斯米,Q1081443,委托,《摩西变亚伦的杖为蛇》,Q19820177
克雷斯皮,Q528620,创作,《摩西的发现》,A239
托马索·鲁福,Q2661419,委托,《摩西的发现》,A239
安东尼奥·赞奇,Q605785,创作,《摩西击石》,A393
奥塔维奥·凡尼尼,Q3357742,创作,《摩西击石》,A393
费迪南德大公,Q465178,收藏,《摩西击石》,A393
卡米洛·马西斯米,Q1081444,委托,《摩西践踏法老的王冠》,Q125220428
普桑,Q41554,创作,《摩西践踏法老的王冠》,Q125220428
克劳德·洛兰,Q214074,创作,《魔法城堡》,Q19574562
克劳德·洛兰,Q214074,创作,《魔法城堡》,Q19574562
洛伦佐·奥诺弗里奥·科隆纳,Q3837032,委托,《魔法城堡》,Q19574562
费迪南德大公,Q465178,收藏,《抹大拉》,Q12900942
圭多·卡尼亚奇,Q2449649,创作,《抹大拉》,Q12900942
皮尔·弗朗西斯科·莫拉,Q1192715,创作,《莫拉和西莫内利连环画》,A356
尼科洛·西蒙内利,Q97072945,创作,《莫拉和西莫内利连环画》,A356
阿戈斯蒂诺·马苏奇,Q395680,绘制,《莫拉为教皇亚历山大七世绘制肖像》,A152
菲利波·法尔塞蒂,Q16556042,收藏,《墨丘利》,A373
詹博洛尼亚,Q220136,创作,《墨丘利》,A373
马尔坎托尼奥·弗兰切斯基尼,Q2543592,创作,《墨丘利唤醒埃涅阿斯》,A150
迪特里希,Q536581,绘制,《沐浴的拔示巴》,A43
迪特里希,Q536581,创作,《沐浴的戴安娜》,A221
弗朗西斯科·阿尔加罗蒂,Q439081,委托,《沐浴的戴安娜》,A221
乔瓦尼·巴蒂斯塔·蒂耶波洛,Q186202,创作,《沐浴的戴安娜》,A221
皮亚泽塔,Q282670,绘制,《牧歌》,A366
皮亚泽塔,Q282670,创作,《牧歌》,A366
迪特里希,Q536581,绘制,《拿撒勒的圣殿》,Q20185296
罗萨诺公主,结果不唯一,交换,《拿着念珠的圣母子与圣凯瑟琳和多米尼克》,A299
萨索费拉托,Q1345289,绘制,《拿着念珠的圣母子与圣凯瑟琳和多米尼克》,A299
西吉斯蒙德·施特赖特,Q90687,收藏,《拿着烟斗和烟草袋的老人》,A164
朱塞佩·诺加里,Q465422,创作,《拿着烟斗和烟草袋的老人》,A164
罗曼内利,Q2983846,创作,《那喀索斯》,A159
乔万尼·巴蒂斯塔·西马洛里,Q3766629,创作,《尼禄观看塞内卡的尸体》,A163
彼得罗·贝尔尼尼,Q712397,创作,《尼普顿》,A162
菲利波·法尔塞蒂,Q16556042,收藏,《尼普顿》,A162
阿尔坎杰罗·科雷利,Q164475,收藏,《欧罗巴》,A388
塞巴斯蒂亚诺·里奇,Q26878812,创作,《欧罗巴的劫夺》,A389
彼得罗·范·布雷克,Q2079286,绘制,《欧文·麦克斯维尼》,A168
提香,Q47551,创作,《帕尔多的维纳斯》,Q9372007
安东尼奥·德格里·埃菲蒂,表中无ID,收藏,《帕里斯的审判》,A247
费迪南德大公,Q465178,收藏,《潘与绪任克斯》,Q55412120
塞巴斯蒂亚诺·里奇,Q26878812,绘制,《潘与绪任克斯》,Q55412120
塞巴斯蒂亚诺·里奇,Q26878812,创作,《潘与绪任克斯》,Q55412120
佩莱格里尼,Q1358364,描绘,《皮埃尔·莫特克斯家族》,A376
巴尔达萨雷·弗兰切斯基尼,Q2403504,创作,《皮奥瓦诺·阿多托的恶作剧》,A326
巴尔塔萨·佩莫瑟,Q494782,创作,《皮萨尼的神化》,Q23949083
迪特里希,Q536581,绘制,《皮萨尼的神化》,Q23949083
迪特里希,Q536581,绘制,《皮萨尼的神化》,Q23949083
尤金大公,Q152428,设计,《皮萨尼的神化》,Q23949083
迪特里希,Q536581,创作,《皮萨尼家族的荣耀》,A401
皮亚泽塔,Q282670,创作,《皮亚泽塔和他的出版商阿布鲁齐的肖像》,A180
本韦努托·切利尼,表中无ID,创作,《珀尔修斯》,Q126891347
费迪南德大公,Q465178,收藏,《珀尔修斯和仙女座》,A170
吉罗拉莫·杜拉佐,表中无ID,收藏,《珀尔修斯和仙女座》,A170
卢卡·焦尔达诺,Q332494,创作,《珀尔修斯和仙女座》,A170
卡西亚诺·达尔·波佐,Q1048333,委托,《珀琉斯的婚礼》,Q26511045
普桑,Q41554,绘制,《珀琉斯的婚礼》,Q26511045
普桑,Q41554,绘制,《珀琉斯的婚礼》,Q26511045
罗曼内利,Q2983846,创作,《珀琉斯的婚姻》,A255
佩莱格里尼,Q1358364,绘制,《普法尔茨王储的教育寓言》,A13
佩莱格里尼,Q1358364,创作,《普法尔茨王储的教育寓言》,A13
德·罗西,表中无ID,收藏,《普罗米修斯》,Q106777102
萨尔瓦多·罗萨,Q359421,创作,《普罗米修斯》,Q106777102
萨尔瓦多·罗萨,Q359421,绘制,《普罗米修斯》,Q106777102
卡西亚诺·达尔·波佐,Q1048333,委托,《七圣礼》,Q7457394
普桑,Q41554,绘制,《七圣礼》,Q7457394
文森佐·朱斯蒂尼亚尼,Q25206732,购买,《人物和动物的风景》,A391
