章节,实体1,QID,关系,实体2,QID.1
第五章,卡洛·德·罗西,表中无ID,赞助,萨尔瓦多·罗萨银,Q359421
第五章,卡洛·德·罗西,表中无ID,担任,萨尔瓦多·罗萨银行代理人,
第十四章,弗朗西斯科·阿尔加罗蒂,Q439081,赞赏,萨尔瓦多·罗萨作品,
第五章,卡洛·德·罗西,表中无ID,收藏,萨尔瓦多·罗萨作品,
第五章,摩德纳公爵,Q17319639,购买,萨尔瓦多·罗萨作品,
第五章,摩德纳公爵,Q17319639,收藏,萨尔瓦多·罗萨作品,
第五章,枢机主教斯帕达,表中无ID,收藏,萨尔瓦多·罗萨作品,
第五章,尼科洛·西蒙内利,Q97072945,安排,萨尔瓦多·罗萨作品展览,
第六章,卡尔多·德·罗西,表中无ID,委托,萨尔瓦托·罗萨,Q359421
第六章,洛伦佐·奥诺弗里奥,Q3837032,赞助,萨尔瓦托·罗萨,Q359421
第六章,唐·马里奥·齐吉,表中无ID,保护,萨尔瓦托·罗萨,Q359421
第六章,唐·马里奥·齐吉,表中无ID,干预,萨尔瓦托·罗萨审判,
第六章,巴尔迪努奇,Q979574,记录,萨尔瓦托·罗萨事件,
第九章,盖拉尔多·萨格雷多,Q30524250,继承,萨格雷多藏品,
第九章,托马索·德·桑蒂,表中无ID,继承,萨格雷多藏品,
第九章,约翰·乌德尼,结果不唯一,购买,萨格雷多藏品,
第九章,约翰·乌德尼,结果不唯一,购买,萨格雷多藏品,
第九章,约瑟夫·史密斯,Q476702,购买,萨格雷多藏品,
第九章,彼得罗·隆吉,Q447058,编撰,萨格雷多藏品目录,
第九章,迪特里希,Q536581,编撰,萨格雷多藏品目录,
第九章,皮亚泽塔,Q282670,编撰,萨格雷多藏品目录,
第九章,瓜拉纳,Q3805882,绘制,萨格雷多家族壁画,
第九章,贝鲁内斯·加斯帕雷·迪齐亚尼,Q744250,绘制,萨格雷多家族肖像,
第九章,约翰·布雷瓦尔,Q6230521,评价,萨格雷多收藏,
第九章,伦勃朗,Q5598,创作,萨格雷多收藏的素描,
第九章,西尔韦斯特罗·马纳戈,Q37607085,创作,萨格雷多收藏的素描,
第九章,乔万尼·巴蒂斯塔·西马洛里,Q3766629,创作,萨格雷多收藏的素描,
第九章,尼科洛·班比尼,Q1111424,绘制,萨格雷多图书馆壁画,
第十七章,安·萨瑟兰·哈里斯,Q18934849,研究,萨基,Q495008
第一章序言,巴尔贝里尼,Q1186836,雇佣,萨基,Q495008
第八章,费迪南德大公,Q465178,支持,萨科尼,表中无ID
第八章,费迪南德大公,Q465178,资助,萨科尼,表中无ID
第八章,费迪南德大公,Q465178,派遣,萨科尼,表中无ID
第十章,奥古斯都二世,Q53437,成为,萨克森选帝侯,
第十章,奥古斯都三世,Q53438,成为,萨克森选帝侯,
第十七章,洛雷达娜·奥利瓦托,Q61480955,研究,萨索,Q56007029
第16章,斯特兰奇,表中无ID,委托,萨索,Q56007029
第五章,安尼巴莱·卡拉奇,Q7830,影响,萨索费拉托,Q1345289
第五章,多梅尼基诺,Q320118,影响,萨索费拉托,Q1345289
第五章,卡拉布里安·弗朗切斯科·科扎,Q1133464,推荐,萨索费拉托,Q1345289
第五章,卡拉布里亚国家教堂,,雇用,萨索费拉托,Q1345289
第五章,卡拉布里亚国家教堂,,委托,萨索费拉托,Q1345289
第五章,拉斐尔,Q5597,影响,萨索费拉托,Q1345289
第五章,罗萨诺公主,结果不唯一,委托,萨索费拉托,Q1345289
第五章,神职人员,,委托,萨索费拉托,Q1345289
第五章,卡拉布里亚国家教堂牧师,表中无人名,委托,萨索费拉托创作,
第五章,卡拉布里亚国家教堂,,委托,萨索费拉托画作,
第五章,奥塔维亚诺·普拉蒂,Q68910052,委托,萨索费拉托肖像画,
第一章,罗萨诺公主,结果不唯一,交换,萨索费拉托作品,
第五章,罗萨诺公主,结果不唯一,交换,萨索费拉托作品,
第十一章,马歇尔·舒伦伯格,Q70910,效力,萨沃伊家族,
第十一章,马歇尔·舒伦伯格,Q70910,服役,萨沃伊家族,
第九章,W.阿尔斯兰,Q4018329,研究,塞巴斯蒂安·里奇,Q26878812
第九章,孔戴·塔西斯,表中无ID,委托,塞巴斯蒂安·里奇,Q26878812
第十三章,唐·彼得罗·安东尼奥·托尼,Q2374666,密友,塞巴斯蒂安·里奇,Q26878812
第十三章,唐·彼得罗·安东尼奥·托尼,Q2374666,照顾,塞巴斯蒂安·里奇,Q26878812
第十三章,托尼,Q2374666,收藏,塞巴斯蒂安·里奇版画,
第八章,费迪南德大公,Q465178,聘请,塞巴斯蒂安诺·邦贝利,Q963486
第十三章,安东尼奥·玛丽亚·扎内蒂,Q944948,收藏,塞巴斯蒂亚诺,Q21208132
第六章,奥托博尼,Q101294,接纳,塞巴斯蒂亚诺·孔卡,Q774781
第一章序言,弗朗西斯科·索利梅纳,Q736065,优于,塞巴斯蒂亚诺·孔卡,Q774781
第六章,弗朗西斯科·索利梅纳,Q736065,教导,塞巴斯蒂亚诺·孔卡,Q774781
第六章,弗朗西斯科·索利梅纳,Q736065,影响,塞巴斯蒂亚诺·孔卡,Q774781
第一章序言,教皇克莱门特十一世,Q129967,雇佣,塞巴斯蒂亚诺·孔卡,Q774781
第六章,克里斯蒂娜女王,Q52937,委托,塞巴斯蒂亚诺·孔卡,Q774781
第六章,皮埃特罗·奥托博尼,Q101294,赞助,塞巴斯蒂亚诺·孔卡,Q774781
第六章,皮埃特罗·奥托博尼,Q101294,委托,塞巴斯蒂亚诺·孔卡,Q774781
第一章序言,朱塞佩·玛丽亚·克雷斯皮,Q528620,优于,塞巴斯蒂亚诺·孔卡,Q774781
第六章,P·J·马里埃特,Q322343,评论,塞巴斯蒂亚诺·里奇,Q26878812
第六章,奥托博尼,Q101294,委托,塞巴斯蒂亚诺·里奇,Q26878812
第十章,波特兰勋爵,Q336463,雇用,塞巴斯蒂亚诺·里奇,Q26878812
第十章,伯灵顿勋爵,Q555723,雇用,塞巴斯蒂亚诺·里奇,Q26878812
第十章,菲利波·朱瓦拉,Q85000,邀请,塞巴斯蒂亚诺·里奇,Q26878812
第十章,菲利波·朱瓦拉,Q85000,授权,塞巴斯蒂亚诺·里奇,Q26878812
第十章,菲利普·朱瓦拉,Q85000,授权,塞巴斯蒂亚诺·里奇,Q26878812
第八章,费迪南德大公,Q465178,委托,塞巴斯蒂亚诺·里奇,Q26878812
第十章,弗朗切斯科·丰特巴索,Q447991,学习,塞巴斯蒂亚诺·里奇,Q26878812
第八章,弗朗西斯科·马鲁切利,Q3750256,委托,塞巴斯蒂亚诺·里奇,Q26878812
第十章,贾科莫·瓜拉纳,Q3805882,学习,塞巴斯蒂亚诺·里奇,Q26878812
第十七章,杰弗里·丹尼尔斯,Q16185399,研究,塞巴斯蒂亚诺·里奇,Q26878812
第六章,克里斯蒂娜女王,Q52937,委托,塞巴斯蒂亚诺·里奇,Q26878812
第六章,皮埃特罗·奥托博尼,Q101294,邀请,塞巴斯蒂亚诺·里奇,Q26878812
第十一章,约瑟夫·史密斯,Q476702,赞助,塞巴斯蒂亚诺·里奇,Q26878812
第六章,阿尔坎杰罗·科雷利,Q164475,收藏,塞巴斯蒂亚诺·里奇作品,
第十章,查尔斯·德·拉·福斯,Q1066580,评论,塞巴斯蒂亚诺·里奇作品,
第十章,查尔斯·德·拉·福斯,Q1066580,评论,塞巴斯蒂亚诺·里奇作品,
第八章,费迪南德大公,Q465178,收藏,塞巴斯蒂亚诺·里奇作品,
第十章,弗朗西斯科·阿尔加罗蒂,Q439081,购买,塞巴斯蒂亚诺·里奇作品,
第16章,乔万尼·玛利亚·萨索,Q56007029,收藏,塞巴斯蒂亚诺·里奇作品,
第16章,乔万尼·玛利亚·萨索,Q56007029,收藏,塞巴斯蒂亚诺·里奇作品,
第16章,塞洛蒂,Q113774991,收藏,塞巴斯蒂亚诺·里奇作品,
第16章,塞洛蒂,Q113774991,销售,塞巴斯蒂亚诺·里奇作品,
第十一章,约瑟夫·史密斯,Q476702,收藏,塞巴斯蒂亚诺·里奇作品,
第十三章,扎内蒂,Q944948,收藏,塞巴斯蒂亚诺·里奇作品,
第十三章,安东尼奥·玛丽亚·扎内蒂,Q944948,收藏,塞巴斯蒂亚诺历史画,
第十三章,安东尼奥·玛丽亚·扎内蒂(老),Q944948,收藏,塞巴斯蒂亚诺历史画,
第三章,唐娜·科斯坦扎·皮科洛米尼·德拉贡纳,Q63196610,捐赠,塞巴斯蒂亚诺小教堂,
第六章,阿戈斯蒂诺·马斯卡迪,Q3606791,翻译,塞贝斯,Q965144
第五章,弗拉维奥·奇吉,Q368700,委托,塞阔齐,Q979862
第五章,科达奇,Q2553051,合作,塞阔齐,Q979862
第五章,拉格吉伯爵,Q18340689,赞助,塞阔齐,Q979862
第五章,拉吉主教,表中无ID,崇拜,塞阔齐,Q979862
第五章,罗萨,Q359421,批评,塞阔齐,Q979862
第五章,摩德纳人西尔维亚·卡兰迪尼,Q113801624,崇拜,塞阔齐,Q979862
第五章,西尔维亚·卡兰迪尼,Q113801624,赞助,塞阔齐,Q979862
第十二章,高兹,Q1232500,评论,塞阔齐作品,
第五章,卡米洛·卡兰迪尼,表中无ID,收藏,塞阔齐作品,
第五章,卡米洛·马西斯米,Q1081419,收藏,塞阔齐作品,
第五章,科西尼,Q3745158,收藏,塞阔齐作品,
第五章,拉法埃洛·马尔凯西,表中无ID,获赠,塞阔齐作品,
第五章,摩德纳公爵,Q17319639,购买,塞阔齐作品,
第五章,萨尔维亚蒂家族,,收藏,塞阔齐作品,
第五章,塞拉吉,Q214554,借出,塞阔齐作品,
第五章,枢机主教拉帕乔里,Q762443,收藏,塞阔齐作品,
第五章,唐·安东尼奥·鲁福,Q76342063,购买,塞阔齐作品,
第16章,普尔先生,表中无ID,欣赏,塞莱斯蒂讽刺画,
第16章,G.A.阿曼尼,表中无ID,批评,塞莱斯蒂作品,
第16章,普尔,表中无ID,观看,塞莱斯蒂作品,
第16章,威廉·杨·奥特利,Q8020693,评述,塞洛蒂的微缩画收藏,
第十一章,马歇尔·舒伦伯格,Q70910,认识,塞缪尔·罗曼宁,Q3946678
第十一章,约瑟夫·史密斯,Q476702,认识,塞缪尔·希尔,Q28955153
第十四章,弗朗西斯科·阿尔加罗蒂,Q439081,仰慕,塞西莉亚·埃莫,表中无ID
第十三章,扎内蒂,Q944948,复兴,三色木刻版画技术,
第一章,欧洲,,爆发,三十年战争,
第十七章,博尔吉亚阵营,,坚持,桑加莱斯克建筑传统,
第十五章,安吉洛·奎里尼,Q536447,建造,森林小屋,
第七章,沙夫茨伯里三世,Q333294,孙子,沙夫茨伯里伯爵一世,Q333294
第七章,约翰·克洛斯特曼,Q6226403,创作,沙夫茨伯里三世全身肖像,
第十七章,史密斯领事,Q476702,身份,商人,
第八章,杨·范·登·艾因登,Q99237902,身份,商人,
第十章,弗雷德里克·卡尔,表中无ID,继任,舍恩博纳斯家族,
第五章,安尼巴莱·卡拉奇,Q7832,创作,社会底层阶级日常生活画,
第十三章,安东尼奥·玛丽亚·扎内蒂,Q944948,代理,摄政王,Q155596
第十章,罗萨尔巴·卡列拉,Q237726,绘制,摄政王肖像,
第十章,罗萨尔巴·卡列拉,Q237726,创作,摄政王肖像,
第九章,多里尼,Q2308644,绘制,神话题材壁画,
第八章,费迪南德大公,Q465178,收藏,神话题材画作,
第一章,皮尔·弗朗西斯科·莫拉,Q1192715,借阅,神谱,
第二章,安德里亚·萨基,Q495008,创作,神圣智慧,
第二章,安德里亚·萨基,Q495008,绘制,神圣智慧壁画,
第十七章,反宗教改革,,形成,神职界修会,
第三章,兰弗兰科,Q447730,服务,神职界修会,
第三章,亚历山德罗·佩雷蒂,Q82659,资助,神职界修会,
第三章,普雷蒂,Q468632,服务,神职界修会,
第三章,唐娜·奥林匹娅·马伊达尔齐尼,Q260170,说服,神职界修会,
第三章,唐娜·奥林匹娅·马伊达尔齐尼,Q260170,影响,神职界修会,
第三章,唐娜·科斯坦扎·皮科洛米尼·德拉贡纳,Q63196610,捐赠,神职界修会,
第三章,赞皮耶里,Q320118,服务,神职界修会,
第一章,西罗·费里,Q975452,设计,圣·埃格尼斯教堂圆顶,
第一章序言,吉亚科莫·特瑞迦,Q5879238,重修,圣·克莱门特教堂,
第一章,教皇克莱门特十一世,Q129967,重修,圣·克莱门特教堂,
第一章,教皇克莱门特十一世,Q129967,偏爱,圣·克莱门特教堂,
第一章序言,乔凡尼·欧达兹,Q464446,重修,圣·克莱门特教堂,
第一章序言,塞巴斯蒂亚诺·孔卡,Q774781,重修,圣·克莱门特教堂,
第一章序言,托马索·希阿里,Q52149250,重修,圣·克莱门特教堂,
第一章序言,彼得罗·迪·彼得里,Q3903654,参与,圣·克莱门特教堂重修,
第一章序言,教皇克莱门特十一世,Q129967,赞助,圣·克莱门特教堂重修,
第一章序言,皮尔·莱昂尼·盖齐,Q429072,参与,圣·克莱门特教堂重修,
第一章序言,乔凡尼·多梅尼科·皮斯特里尼,Q18217871,参与,圣·克莱门特教堂重修,
第六章,博罗米尼,Q123150,设计,圣埃格尼斯教堂穹顶,
第一章,西罗·费里,Q975452,绘制,圣埃格尼斯教堂穹顶,
第六章,博罗米尼,Q123150,设计,圣埃格尼斯教堂正立面,
第三章,彼得罗·保罗·奥利维耶里,Q19569719,设计,圣安德肋圣殿教堂,
第三章,盖萨尔多枢机主教,Q1373399,资助,圣安德肋圣殿教堂,
第三章,贾科·德拉·波塔,Q175566,设计,圣安德肋圣殿教堂,
第三章,卡洛·马德诺,Q122328,设计,圣安德肋圣殿教堂,
第三章,枢机主教佩雷蒂蒙塔尔托,Q133350,接管,圣安德肋圣殿教堂工程,
第三章,多梅尼科·赞皮耶里,Q320118,绘制,圣安德肋圣殿教堂后殿,
第三章,马蒂亚·普雷蒂,Q468632,绘制,圣安德肋圣殿教堂后殿,
第三章,马蒂亚·普雷蒂,Q468632,创作,圣安德肋圣殿教堂后殿壁画,
第二章,多梅尼科·帕西尼亚尼,Q966655,创作,圣安德肋圣殿教堂祭坛画,
第二章,费德里科·巴罗奇,Q316731,创作,圣安德肋圣殿教堂祭坛画,
第二章,马泰奥·卡斯泰利,Q1909346,创作,圣安德肋圣殿教堂礼拜堂,
第三章,乔凡尼·兰弗兰科,Q447730,创作,圣安德肋圣殿教堂穹顶壁画,
第三章,多梅尼科·赞皮耶里,Q320118,绘制,圣安德肋圣殿教堂穹隅,
第二章,多梅尼科·帕西尼亚尼,Q966655,创作,圣安德肋圣殿教堂圆顶湿壁画,
第一章,马泰奥·卡斯泰利,Q1909346,描绘,圣安德肋圣殿教堂中的巴尔贝里尼礼拜堂,
第三章,路易斯·里奇奥梅,Q1871941,描述,圣安德里亚和圣维塔教堂,
第六章,彼得罗·贝尔尼尼,Q712397,修建,圣安德里亚教堂,
第六章,彼得罗·贝尔尼尼,Q712397,设计,圣安德里亚教堂,
第六章,卡米洛·帕姆菲利,Q2935138,委托,圣安德里亚教堂,
第二章,弗朗索瓦·杜克诺,Q960381,创作,圣安德烈雕像,
第三章,彼得罗·贝尔尼尼,Q712397,设计,圣安德烈亚尔奎里纳尔大教堂,
第三章,卡米洛·帕姆菲利亲王,Q2935138,赞助,圣安德烈亚尔奎里纳尔大教堂,
第三章,彼得罗·贝尔尼尼,Q712397,拒绝,圣安德烈亚尔奎里纳尔大教堂报酬,
第三章,亚历山大七世,Q127254,批准,圣安德烈亚尔奎里纳尔大教堂重建,
第三章,多梅尼科·赞皮耶里,Q320118,创作,圣安德鲁生平场景壁画,
第七章,朱塞佩·里巴拉,Q297838,创作,圣奥古斯丁教堂祭坛装饰,
第七章,乔瓦尼·兰弗兰科,Q447730,创作,圣奥古斯丁修道院祭坛画,
第五章,贝加马斯克社团,,举办,圣巴塞洛缪节日展览,
第九章,安格利,Q378182,绘制,圣巴西利奥教区教堂祭坛画,
第九章,弗拉米尼奥·科墨,Q3746370,委托,圣巴西利奥教区教堂作品,
第十章,桑希尔,Q1681192,绘制,圣保罗大教堂穹顶,
第十章,詹姆斯·桑希尔爵士,Q1681192,绘制,圣保罗大教堂穹顶作品,
第十二章,乔凡尼·多美尼科·蒂耶波洛,Q435316,创作,圣保罗教堂苦路画,
第十二章,迪特里希,Q536581,绘制,圣保罗教堂苦路系列画,
第二章,阿戈斯提诺·恰姆佩里,Q1061864,绘制,圣比比亚纳壁画,
第二章,彼得罗·达·科尔托纳,Q333323,绘制,圣比比亚纳壁画,
第二章,彼得罗·贝尔尼尼,Q712397,创作,圣比比亚纳雕像,
第二章,彼得罗·贝尔尼尼,Q712397,雕刻,圣比比亚纳雕像,
第二章,彼得罗·贝尔尼尼,Q712397,设计,圣比比亚纳小教堂,
第二章,彼得罗·贝尔尼尼,Q712397,重建,圣比比亚纳小教堂,
第二章,乌尔班八世,Q131579,重建,圣比比亚纳小教堂,
第二章,阿戈斯蒂诺·恰姆佩里,Q1061864,创作,圣比比亚纳小教堂壁画,
第二章,乌尔班八世,Q131579,委托,圣比比亚纳小教堂重建,
第十章,贝尔纳多·贝洛托,Q164688,前往,圣彼得堡,
第十章,贝尔纳多·贝洛托,Q164688,访问,圣彼得堡,
第十章,彼得罗·罗塔里,Q1361950,前往,圣彼得堡,
第十章,彼得罗·罗塔里,Q1361950,访问,圣彼得堡,
第十章,弗朗切斯科·丰特巴索,Q447991,访问,圣彼得堡,
第一章,保罗五世,Q132711,完工,圣彼得大教堂,
第十四章,弗朗西斯科·阿尔加罗蒂,Q439081,批评,圣彼得大教堂,
第二章,米开朗基罗,Q5592,设计,圣彼得大教堂,
第二章,乌尔班八世,Q131579,关注,圣彼得大教堂,
第六章,教皇,,停止,圣彼得大教堂广场第三座柱廊工程,
第十七章,彼得罗·贝尔尼尼,Q712397,创作,圣彼得大教堂华盖,
第二章,瓦伦丁,Q1337275,创作,圣彼得大教堂祭坛画,
第二章,西蒙·沃特,Q317920,创作,圣彼得大教堂祭坛画,
第五章,彼得罗·贝尔尼尼,Q712397,改动,圣彼得大教堂结构,
第二章,彼得罗·贝尔尼尼,Q712397,创作,圣彼得大教堂青铜华盖,
第二章,米开朗基罗,Q5592,设计,圣彼得大教堂穹顶,
第二章,马菲奥·巴尔贝里尼,Q131579,反对,圣彼得大教堂设计修改,
第一章,盖齐,Q429072,担任,圣彼得大教堂圣职,
第二章,卡洛·马德诺,Q122328,设计,圣彼得大教堂外立面,
第二章,枢机主教金纳西,Q1237172,主持,圣彼得大教堂委员会,
第二章,彼得罗·贝尔尼尼,Q712397,设计,圣彼得大教堂柱廊,
第二章,乌尔班八世,Q131579,委托,圣彼得大教堂装饰,
第六章,彼得罗·贝尔尼尼,Q712397,设计,圣彼得广场巨大柱廊,
第六章,彼得罗·贝尔尼尼,Q712397,建造,圣彼得广场柱廊,
第六章,彼得罗·贝尔尼尼,Q712397,设计,圣彼得广场柱廊,
第十七章,彼得罗·贝尔尼尼,Q712397,改造,圣彼得十字,
第十五章,安吉洛·奎里尼,Q536447,建造,圣祠,
第三章,枢机主教巴罗尼奥,Q317900,庇护,圣多弥谛拉教堂,
第三章,波美拉西奥,Q382762,创作,圣多米蒂娜画像,
第三章,波美拉西奥,Q382762,绘制,圣多米蒂娜像,
第三章,格雷戈里十五世,Q132692,册封,圣方济·沙勿略,Q163900
第三章,格里高利十五世,Q132692,册封,圣方济·沙勿略,Q163900
第三章,凡·戴克,Q150679,创作,圣方济·沙勿略肖像,
第十二章,卡洛·洛多利,Q601642,改造,圣方济各教堂修道院,
第十二章,卡洛·洛多利,Q601642,改造,圣方济各教堂修道院,
第二章,乌尔班八世,Q131579,委托,圣方济会嘉布遣小兄弟会,
第三章,格里高利十三世,Q83029,指派,圣菲利普·内里,Q217791
第三章,波美拉西奥,Q382762,创作,圣菲利普肖像,
第三章,维吉里奥·斯帕达,Q52154035,设计,圣吉罗拉莫·德拉·卡里塔教堂家庭礼拜堂,
第四章,泰斯塔,Q2155480,创作,圣家族逃往埃及,
第八章,奥塔维奥·凡尼尼,Q3357742,创作,圣嘉耶当教堂祭坛画,
第九章,弗拉米尼奥·科墨,Q3746370,设计,圣卡西亚诺教区教堂祭坛,
第九章,巴托洛梅奥·莱特里尼,Q4865512,绘制,圣卡西亚诺教区教堂祭坛画,
第九章,莱特里尼,Q4865512,绘制,圣卡西亚诺教区教堂祭坛画,
第九章,弗拉米尼奥·科墨,Q3746370,委托,圣卡西亚诺教区教堂作品,
第九章,弗拉米尼奥·科纳,Q3746370,资助,圣卡西亚诺教堂,
第四章,普桑,Q41554,创作,圣凯瑟琳的婚姻,
第二章,彼得罗·贝尔尼尼,Q712397,雕刻,圣朗吉努斯雕像,
第二章,罗曼内利,Q2983846,担任,圣卢卡学院校长,
第八章,费迪南德大公,Q465178,参加,圣路加日展览,
第八章,卢卡·焦尔达诺,Q332494,参与,圣路加日展览,
第八章,塞巴斯蒂亚诺·里奇,Q26878812,参与,圣路加日展览,
第八章,朱塞佩·玛丽亚·克雷斯皮,Q528620,参与,圣路加日展览,
第一章,彼得·凡·拉尔,Q576907,加入,圣路加学院,
第一章,彼得·凡·拉尔,Q576907,加入,圣路加学院,
第一章,费德里戈·祖卡里,Q345605,创立,圣路加学院,
第一章,弗朗切斯科·巴尔贝里尼,Q2662344,保护,圣路加学院,
第一章,米开朗基罗·塞阔齐,Q979862,加入,圣路加学院,
第六章,吉安·彼得罗·贝洛里,Q714400,成为,圣路加学院成员,
第六章,吉安·彼得罗·贝洛里,Q714400,任命,圣路加学院秘书长,
第一章,保罗五世,Q132711,授予,圣路加学院赦免权,
第一章,保罗五世,Q132711,赋予,圣路加学院赦免权,
第一章,格列高利十五世,Q132692,批准,圣路加学院章程,
第一章,画师同盟,,抵制,圣路加学院征税,
第十二章,威尼斯,,举办,圣洛克大教堂艺术展览,
第十二章,弗朗西斯科·阿尔加罗蒂,Q439081,评论,圣洛克大教堂展览,
第十二章,托马斯·马丁,表中无ID,记录,圣洛克大教堂展览,
第六章,塞巴斯蒂亚诺·孔卡,Q774781,装饰,圣洛伦佐教堂,
第六章,加斯帕雷·迪齐亚尼,Q744250,创作,圣洛伦佐教堂庆典舞台布景,
第六章,皮埃特罗·奥托博尼,Q101294,委托,圣洛伦佐教堂庆典舞台布景,
第四章,泰斯塔,Q2155480,计划,圣马蒂诺教堂壁画,
第九章,奥雷利奥·雷佐尼科,表中无ID,担任,圣马可大教堂检察官,
第九章,马可·福斯卡里尼,Q1242215,担任,圣马可大教堂检察官,
第十二章,威尼斯,,举办,圣马可广场艺术展览,
第十五章,安德里亚·梅莫,Q1052776,出任,圣马可检察官,
第十五章,安德里亚·梅莫,Q1052776,担任,圣马可检察官,
第十七章,乔治·皮萨尼,表中无ID,担任,圣马可检察官,
第十二章,乔治·皮萨尼,表中无ID,当选,圣马可检察官,
第九章,马可·皮特利,Q5563901,雕刻,圣马可像,
第九章,彼得罗·安东尼奥·诺韦利,Q1718478,绘制,圣马可像草图,
第十五章,菲利波·法尔塞蒂,Q16556042,建造,圣马里亚·迪·萨拉别墅,
第三章,贾钦托·布兰迪,Q1748199,创作,圣玛尔塔教堂壁画,
第三章,乔瓦尼·巴蒂斯塔·高利,Q520573,创作,圣玛尔塔教堂壁画,
第三章,西罗·费里,Q975452,创作,圣玛尔塔教堂壁画,
第九章,安东尼奥·巴尔巴罗,Q711845,设计,圣玛丽亚·德尔·格拉齐教堂外立面,
第九章,朱塞佩·萨尔迪,Q3771406,雕刻,圣玛丽亚·德尔·格拉齐教堂外立面,
第九章,安东尼奥·巴尔巴罗,Q711845,设计,圣玛丽亚·德尔·吉利奥教堂,
第十二章,詹皮科利,Q3107898,绘制,圣玛利亚教堂风景版画,
第六章,保罗五世,Q132711,葬于,圣母大殿,
第六章,西斯都五世,Q133350,葬于,圣母大殿,
第六章,克莱门特九世,Q155961,计划,圣母大殿改造,
第六章,克莱门特九世,Q155961,改造,圣母大殿讲坛,
第五章,卡洛·德·罗西,表中无ID,展出,圣母大教堂祭坛画,
第五章,罗萨,Q359421,绘制,圣母大教堂祭坛画,
第九章,阿基里·波西西奥,无ID，历史学家,研究,圣母怜子大教堂,
第九章,迪特里希,Q536581,借款,圣母怜子大教堂,
第九章,格里马尼总督,Q786457,奠基,圣母怜子大教堂,
第九章,马萨里,Q976141,设计,圣母怜子大教堂,
第九章,威尼斯政府,,支持,圣母怜子大教堂,
第九章,格里马尼总督,Q786457,主持,圣母怜子大教堂奠基,
第四章,普桑,Q41554,创作,圣母升天,
第九章,耶稣会,,建造,圣母升天教堂,
第八章,詹保罗·卡瓦尼亚,Q1135967,创作,圣母圣殿堂穹顶壁画,
第八章,弗朗切斯科·玛丽亚·里奇尼,Q664225,设计,圣母圣殿堂穹顶灰泥装饰,
第二章,乌尔班八世,Q131579,重建,圣母无玷始胎教堂,
第二章,巴乔·恰尔皮,Q5608903,创作,圣母无玷始胎教堂壁画,
第二章,多梅尼基诺,Q320118,创作,圣母无玷始胎教堂壁画,
第二章,乔凡尼·兰弗兰科,Q447730,创作,圣母无玷始胎教堂壁画,
第二章,乌尔班八世,Q131579,资助,圣母无玷始胎教堂建造,
第二章,乌尔班八世,Q131579,参与,圣母无玷始胎教堂设计,
第二章,安东尼奥·巴尔贝里尼,Q599744,提议,圣母无玷始胎教堂重建,
第九章,安东尼奥·科拉迪尼,Q601707,创作,圣母像,
第十一章,约瑟夫·史密斯,Q476702,安葬,圣尼克洛利多新教墓地,
第三章,枢机主教巴罗尼奥,Q317900,庇护,圣聂勒教堂,
第三章,彼得罗·达·科尔托纳,Q333323,创作,圣器安置所天花板壁画,
第五章,法比奥·奥利维耶里,Q3063732,展出,圣萨尔瓦多修道院,
第五章,枢机主教阿佐利尼,Q1181870,购买,圣萨尔瓦多修道院,
第五章,朱塞佩·盖齐,Q1749764,负责,圣萨尔瓦多修道院展览,
第三章,格里高利十三世,Q83029,钦定,圣斯特凡诺·罗通基督教圣殿,
第三章,尼科洛·瑟克尔格纳尼,Q382762,创作,圣斯特凡诺·罗通基督教圣殿壁画,
第五章,圣巴尔多禄茂圣殿,,举办,圣徒日展览,
第三章,马蒂亚·普雷蒂,Q468632,创作,圣徒殉难壁画,
第三章,尼科洛·瑟克尔格纳尼,Q382762,创作,圣徒殉难壁画,
第二章,安东尼奥·巴尔贝里尼,Q599744,委托,圣王路易教堂壁画,
第二章,安德里亚·萨基,Q495008,拒绝,圣王路易教堂壁画委托,
第三章,克莱门特三世,Q171001,捐赠,圣维塔教堂,
第三章,乔瓦尼·巴蒂斯塔·菲亚梅里,Q3107066,装饰,圣维塔教堂,
第三章,耶稣会,,接受,圣维塔教堂,
第三章,乔瓦尼·巴蒂斯塔·菲亚梅里,Q3107066,创作,圣维塔教堂壁画,
第三章,克劳迪奥·阿夸维瓦,Q681779,监督,圣维塔教堂装饰,
第十七章,罗马墙壁绘画,,影响,圣维塔莱大教堂壁画,
第十七章,托马斯·布塞尔,Q2422807,评论,圣维塔莱大教堂壁画,
第三章,枢机主教巴罗尼奥,Q317900,庇护,圣亚基略教堂,
第三章,莱格罗斯,Q2093685,雕刻,圣伊格内修斯雕像,
第三章,皮埃尔·莱格罗斯,Q2093685,创作,圣伊格内修斯雕像,
第三章,阿尔加迪,Q336798,制作,圣伊格内修斯骨灰盒,
第三章,蒂尔·冈萨雷斯,Q646701,恢复,圣伊格内修斯纪念碑工程,
第三章,卢多维科·卢多维西,Q707750,赞助,圣伊格内修斯教堂,
第三章,奥拉齐奥·格拉西神父,Q1140569,负责,圣伊格内修斯教堂工程,
第三章,安德里亚·波佐,Q380103,创作,圣伊格内修斯教堂后殿壁画,
第三章,皮埃尔·德·拉特尔,表中无ID,绘制,圣伊格内修斯教堂后殿内壁,
第三章,安德烈亚·波佐,Q380103,设计,圣伊格内修斯教堂祭坛,
