Source_Side,Status,Index_Entry,CIDOC_Type,Manual_Name,Manual_QID,Match_Type,File_Code,Extraction_Reason,Formal_Full_Name,Normalization_Category,Wikidata_QID,Wikidata_Label,Wikidata_Description,Wikidata_Candidates
Manual,Unmatched (Manual),,,Rules of the Order,A191,,work-English_table.csv,Unmatched Manual & Non-Q ID,Rules of the Order,Work,,,,No match found
Manual,Unmatched (Manual),,,S. Angelo,G117,,gio-English_table.csv,Unmatched Manual & Non-Q ID,San Angelo,Place,Q925598,San Angelo,"city in and county seat of Tom Green County, Texas, United States","Q925598 (San Angelo: city in and county seat of Tom Green County, Texas, United States) | Q536709 (Angelo State University: university in San Angelo, Texas) | Q112025161 (San Angelo: hotel in Cuernavaca, Mexico) | Q123619064 (SAN ANGELO: weather station in Western Australia, Australia from 1973) | Q7413264 (San Angelo Independent School District: public school in San Angelo, USA)"
Manual,Unmatched (Manual),,,S. Canciano,G58,,gio-English_table.csv,Unmatched Manual & Non-Q ID,San Canciano,Place,Q1400212,San Canciano,Italian church in Venice,"Q1400212 (San Canciano: Italian church in Venice) | Q1991316 (Cantius, Cantianius, and Cantianella: Martyrs and saints) | Q57848085 (San Canciano Martire: building in San Vito al Torre, Italy) | Q104623266 (San Canciano Martire: ) | Q120485089 (San Canciano Martire: religious building in Risano, Pavia di Udine, Italy)"
Manual,Unmatched (Manual),,,S. Gerolamo nel Deserto,A328,,work-English_table.csv,Unmatched Manual & Non-Q ID,San Gerolamo nel Deserto,Work,,,,No match found
Manual,Unmatched (Manual),,,S. Giorgio Maggiore,G170,,gio-English_table.csv,Unmatched Manual & Non-Q ID,San Giorgio Maggiore,Place,Q713558,Church of San Giorgio Maggiore,basilica on the Island of San Giorgio Maggiore in Venice,"Q713558 (Church of San Giorgio Maggiore: basilica on the Island of San Giorgio Maggiore in Venice) | Q126327 (San Giorgio Maggiore: island in Italy) | Q281957 (San Giorgio Maggiore, Naples: church) | Q48092673 (San Giorgio Maggiore: painting by Claude Monet) | Q104774276 (San Giorgio Maggiore: painting by Francesco Guardi)"
Manual,Unmatched (Manual),,,S. Lorenzo,G118,,gio-English_table.csv,Unmatched Manual & Non-Q ID,San Lorenzo,Place,Q7414682,San Lorenzo,"city of Esmeraldas Province, Ecuador","Q549987 (San-Lorenzo: commune in Haute-Corse, France) | Q7414682 (San Lorenzo: city of Esmeraldas Province, Ecuador) | Q2481355 (San Lorenzo: Madrid Metro station) | Q218282 (San Lorenzo de Almagro: Argentine sports club) | Q31891594 (San Lorenzo: village in Nicaragua, Rivas Department)"
Manual,Unmatched (Manual),,,S.Giovanni Decollato,G172,,gio-English_table.csv,Unmatched Manual & Non-Q ID,SanGiovanni Decollato,Place,,,,No match found
Manual,Unmatched (Manual),,,S.Maria della Concezione,G174,,gio-English_table.csv,Unmatched Manual & Non-Q ID,SanMaria della Concezione,Place,,,,No match found
Manual,Unmatched (Manual),,,S.Maria della Vittoria,G173,,gio-English_table.csv,Unmatched Manual & Non-Q ID,SanMaria della Vittoria,Place,,,,No match found
Manual,Unmatched (Manual),,,SS. Cosma e Damiano alia Giudecca,G175,,gio-English_table.csv,Unmatched Manual & Non-Q ID,SSan Cosma e Damiano alia Giudecca,Place,,,,No match found
Manual,Unmatched (Manual),,,Sacrifice of Abraham,A192,,work-English_table.csv,Unmatched Manual & Non-Q ID,Sacrifice of Abraham,Work,Q19973874,Sacrifice of Abraham,painting by Rembrandt's studio,Q19973874 (Sacrifice of Abraham: painting by Rembrandt's studio) | Q112235250 (Sacrifice of Abraham: painting by Italy 18 th cent) | Q111842560 (Sacrifice of Abraham: manuscript by artist unknown) | Q64534020 (Sacrifice of Abraham: drawing in the National Gallery of Art (NGA 11384)) | Q116945486 (The sacrifice of Abraham: An angel restraints Abraham from sacrifycing Isaac; the servants wait at the foot of the mountain  (Genesis 22:10-12): painting by Lucas Cranach (I))
Manual,Unmatched (Manual),,,Sacrifice of Iphigenia,A324,,work-English_table.csv,Unmatched Manual & Non-Q ID,Sacrifice of Iphigenia,Work,Q26709674,sacrifice of Iphigenia,episode of Greek mythology,Q26709674 (sacrifice of Iphigenia: episode of Greek mythology) | Q17341454 (Sacrifice of Iphigenia: painting by Arnold Houbraken) | Q111641396 (Sacrifice of Iphigenia: painting by Carl Rahl (1812-1865)) | Q112250957 (Sacrifice of Iphigenia: painting by late 16th cent. dutch) | Q9072551 (Sacrifice of Iphigenia: mosaic)
Manual,Unmatched (Manual),,,Sacrifices to Priapus,A193,,work-English_table.csv,Unmatched Manual & Non-Q ID,Sacrifices to Priapus,Work,,,,No match found
Manual,Unmatched (Manual),,,Saints Nereus and Achilleus,G105,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Saints Nereus and Achilleus,Place,Q721711,Nereus and Achilleus,Roman Christian martyrs,Q721711 (Nereus and Achilleus: Roman Christian martyrs)
Manual,Unmatched (Manual),,,Saints Peter and Paul Baptising in the Mamertine Prison,A194,,work-English_table.csv,Unmatched Manual & Non-Q ID,Saints Peter and Paul Baptising in the Mamertine Prison,Work,,,,No match found
Manual,Unmatched (Manual),,,Salone,G119,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Salone,Place,Q37516201,Salone,family name,"Q2215153 (Salonen: family name) | Q37516201 (Salone: family name) | Q3970768 (Salone railway station: Italian railway station) | Q5955105 (hydrolethalus syndrome: Human disease) | Q240854 (hall: large room used for meetings, social affairs or events)"
Manual,Unmatched (Manual),,,Salumieri Guild,G20,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Salumieri Guild,Place,,,,No match found
Manual,Unmatched (Manual),,,Samson,A195,,work-English_table.csv,Unmatched Manual & Non-Q ID,Samson,Work,Q2217694,Samson,male given name,"Q2217694 (Samson: male given name) | Q908433 (Samson: commune in Doubs, France) | Q214648 (Samson: judge of ancient Israel, known for wielding supernatural strength (Judges)) | Q1417112 (Sámson: family name) | Q2164545 (Robert Archibald Samson: Dutch biologist and mycologist)"
Manual,Unmatched (Manual),,,Samson killing a thousand with a jawbone,A342,,work-English_table.csv,Unmatched Manual & Non-Q ID,Samson killing a thousand with a jawbone,Work,,,,No match found
Manual,Unmatched (Manual),,,San Giovanni in Laterano,G5,,gio-English_table.csv,Unmatched Manual & Non-Q ID,San Giovanni in Laterano,Place,Q84090,Archbasilica of St. John Lateran,"cathedral in Rome, Italy","Q84090 (Archbasilica of St. John Lateran: cathedral in Rome, Italy) | Q18202815 (San Giovanni in Laterano Church: destroyed church in Milan) | Q3885630 (San Giovanni in Laterano (Rome) - Pipe organs: ) | Q64009344 (San Giovanni in Laterano Church: church in Milan) | Q5528647 (Via San Giovanni in Laterano: street in Rome, Italy)"
Manual,Unmatched (Manual),,,San Niccolo al Lido,G129,,gio-English_table.csv,Unmatched Manual & Non-Q ID,San Niccolo al Lido,Place,,,,No match found
Manual,Unmatched (Manual),,,San Sebastiano fuori le mura,G7,,gio-English_table.csv,Unmatched Manual & Non-Q ID,San Sebastiano fuori le mura,Place,Q658051,San Sebastiano fuori le mura,"basilica in Rome, Italy","Q658051 (San Sebastiano fuori le mura: basilica in Rome, Italy) | Q54860968 (San Sebastiano fuori le Mura Manastırı: ) | Q55184810 (San Sebastiano fuori le mura Kilisesi: building in Rome, Italy)"
Manual,Unmatched (Manual),,,"San Zaccaria, Venice",G171,,gio-English_table.csv,Unmatched Manual & Non-Q ID,"San Zaccaria, Venice",Place,Q117061547,"San Zaccaria, Venice",photograph by Thomas Struth,"Q117061547 (San Zaccaria, Venice: photograph by Thomas Struth) | Q79978749 (San Zaccaria, Venice: photograph by Thomas Struth (German, b. 1954) (1996.13))"
Manual,Unmatched (Manual),,,Santa Maria sopra Minerva,G27,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Santa Maria sopra Minerva,Place,Q823685,Santa Maria sopra Minerva,"church in Rome, Italy","Q823685 (Santa Maria sopra Minerva: church in Rome, Italy) | Q1539022 (Santa Maria sopra Minerva: titular cardinalcy) | Q11836 (Temple of Minerva: Roman temple, transformed into a church, in Assisi, Italy) | Q2223176 (Santa Maria sopra Minerva: Wikimedia disambiguation page) | Q109554084 (Santa Maria Sopra Minerva: Wikimedia disambiguation page)"
Manual,Unmatched (Manual),,,Santi Quattro Coronati,G61,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Santi Quattro Coronati,Place,Q1536044,Santi Quattro Coronati,church,"Q1536044 (Santi Quattro Coronati: church) | Q669781 (Sanctorum Quattuor Coronatorum: cardinal title) | Q338132 (Santi Quattro Coronati: building in Rome, Italy) | Q1301757 (Four Crowned Martyrs: martyrs and saints in Early Christianity) | Q61750365 (Santi Quattro Coronati (Rome) - San Silvestro oratory: Wikimedia disambiguation page)"
Manual,Unmatched (Manual),,,Sapienza,G13,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Sapienza,Place,Q37559622,Sapienza,family name,Q209344 (Sapienza University of Rome: Italian university founded in Rome in 1303) | Q37559622 (Sapienza: family name) | Q15079015 (La Sapienza: 2014 film by Eugène Green) | Q112061893 (Sapienza: fictional location in the Hitman video game series) | Q1111404 (Sapienza: Wikimedia disambiguation page)
Manual,Unmatched (Manual),,,Scala Regia,A454,,work-English_table.csv,Unmatched Manual & Non-Q ID,Scala Regia,Work,Q1073397,Scala Regia,"staircase in the Apostolic Palace, Vatican City","Q1073397 (Scala Regia: staircase in the Apostolic Palace, Vatican City) | Q11253615 (Scala Regia: ""Royal Staircase"") | Q110797951 (Scala Regia, The Vatican, Rome. Plan: drawing by Nicodemus Tessin d.y.) | Q119104049 (grand staircase in the Farnese Palace in Caprarola: staircase designed by the Vignola to connect basements and upper floors)"
Manual,Unmatched (Manual),,,Scenes from the Aeneid,A196,,work-English_table.csv,Unmatched Manual & Non-Q ID,Scenes from the Aeneid,Work,Q29130254,Scenes from the Aeneid,"tapestry series and national heritage monument (PM50001462) in Torigny-les-Villes, Manche, France, destroyed 1944","Q29130254 (Scenes from the Aeneid: tapestry series and national heritage monument (PM50001462) in Torigny-les-Villes, Manche, France, destroyed 1944) | Q118680754 (Scenes from the Aeneid: The Sicilian Games: painting by Dosso Dossi (c.1486–1542), The Barber Institute of Fine Arts)"
Manual,Unmatched (Manual),,,Scenes from the Life of Scipio Africanus,A455,,work-English_table.csv,Unmatched Manual & Non-Q ID,Scenes from the Life of Scipio Africanus,Work,,,,No match found
Manual,Unmatched (Manual),,,Scenes of Christian Warfare,A456,,work-English_table.csv,Unmatched Manual & Non-Q ID,Scenes of Christian Warfare,Work,,,,No match found
Manual,Unmatched (Manual),,,Scenes of Venetian Noble Life,A457,,work-English_table.csv,Unmatched Manual & Non-Q ID,Scenes of Venetian Noble Life,Work,,,,No match found
Manual,Unmatched (Manual),,,School of Carlo Cignani,G77,,gio-English_table.csv,Unmatched Manual & Non-Q ID,School of Carlo Cignani,Place,,,,No match found
Manual,Unmatched (Manual),,,Sculptures for the Cathedral,A458,,work-English_table.csv,Unmatched Manual & Non-Q ID,Sculptures for the Cathedral,Work,,,,No match found
Manual,Unmatched (Manual),,,Sebastiano Molino,R184,,name-English_table.csv,Unmatched Manual & Non-Q ID,Sebastiano Molino,Person,,,,No match found
Manual,Unmatched (Manual),,,Self-Portrait as David,A197,,work-English_table.csv,Unmatched Manual & Non-Q ID,Self-Portrait as David,Work,,,,Q20404260 (Self-portrait as David with the head of Goliath: painting by Johan Zoffany)
Manual,Unmatched (Manual),,,Seminario Patriarcale,G38,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Seminario Patriarcale,Place,,,,Q105988819 (Patriarchal Seminary of Venice: )
Manual,Unmatched (Manual),,,Serapis,A459,,work-English_table.csv,Unmatched Manual & Non-Q ID,Serapis,Work,Q214554,Serapis,Graeco-Egyptian god,"Q214554 (Serapis: Graeco-Egyptian god) | Q55017683 (Serapis-AO 1027: head of a statue of Serapis, bearded and wearing a bird as a hat) | Q14466439 (Serapista: genus of insects) | Q87812693 (Serapis: Marble bust) | Q108547317 (Serapis (Pauly-Wissowa): cross-reference in Paulys Realencyclopädie der classischen Altertumswissenschaft (RE))"
Manual,Unmatched (Manual),,,Series of Egyptian Figures,A460,,work-English_table.csv,Unmatched Manual & Non-Q ID,Series of Egyptian Figures,Work,,,,No match found
Manual,Unmatched (Manual),,,Series of Etruscan Phallic Symbols,A461,,work-English_table.csv,Unmatched Manual & Non-Q ID,Series of Etruscan Phallic Symbols,Work,,,,No match found
Manual,Unmatched (Manual),,,Service de Documentation Photographique des Musees Nationaux,G78,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Service de Documentation Photographique des Musees Nationaux,Place,,,,No match found
Manual,Unmatched (Manual),,,"Sezione Notarile, Venice",G21,,gio-English_table.csv,Unmatched Manual & Non-Q ID,"Sezione Notarile, Venice",Place,,,,No match found
Manual,Unmatched (Manual),,,Sheila Rinehart,R185,,name-English_table.csv,Unmatched Manual & Non-Q ID,Sheila Rinehart,Person,,,,No match found
Manual,Unmatched (Manual),,,Silvia Meloni Trkulja,R186,,name-English_table.csv,Unmatched Manual & Non-Q ID,Silvia Meloni Trkulja,Person,,,,No match found
Manual,Unmatched (Manual),,,Silvio Ubaldi,R187,,name-English_table.csv,Unmatched Manual & Non-Q ID,Silvio Ubaldi,Person,,,,No match found
Manual,Unmatched (Manual),,,Society of Arcadia,G6,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Society of Arcadia,Place,,,,No match found
Manual,Unmatched (Manual),,,Socrates,A409,,work-English_table.csv,Unmatched Manual & Non-Q ID,Socrates,Work,Q913,Socrates,5th-century BCE Greek philosopher,Q913 (Socrates: 5th-century BCE Greek philosopher) | Q3963892 (Socrates: male given name) | Q37247658 (Socrates: family name) | Q19782532 (Sócrates: male given name) | Q102331 (Sócrates: Brazilian association football player (1954–2011))
Manual,Unmatched (Manual),,,Solomon,A395,,work-English_table.csv,Unmatched Manual & Non-Q ID,Solomon,Work,Q18607853,Solomon,male given name,Q18607853 (Solomon: male given name) | Q18607854 (Solomon: family name) | Q685 (Solomon Islands: island sovereign state in Oceania) | Q37085 (Solomon: king of Israel and son of David) | Q5343582 (Edward I. Solomon: American chemist)
Manual,Unmatched (Manual),,,Solomon adoring the Idols,A198,,work-English_table.csv,Unmatched Manual & Non-Q ID,Solomon adoring the Idols,Work,Q98206950,Solomon Adoring the Idols,"ca.1519 print by Master S., F. 11790, Prints Department, Royal Library of Belgium","Q98206950 (Solomon Adoring the Idols: ca.1519 print by Master S., F. 11790, Prints Department, Royal Library of Belgium)"
Manual,Unmatched (Manual),,,Solomon and Bathsheba,A199,,work-English_table.csv,Unmatched Manual & Non-Q ID,Solomon and Bathsheba,Work,Q110786686,Solomon and Bathsheba,drawing by Gérard Audran,Q110786686 (Solomon and Bathsheba: drawing by Gérard Audran)
Manual,Unmatched (Manual),,,Sophia Dorothea,R188,,name-English_table.csv,Unmatched Manual & Non-Q ID,Sophia Dorothea,Person,,,,"Q161131 (Sophia Dorothea of Hanover: Prussian royal consort of Frederick William I) | Q231876 (Sophia Dorothea of Celle: wife of George I of Great Britain (1666-1726)) | Q110411091 (Sophia Dorothea von May: 1655 Brömerhoff - 10 Dec 1684 Kassel) | Q104919620 (Sophia Dorothea Bechly: mother of Caspar David Friedrich) | Q107305358 (Sophia Dorothea van Lintelo, Vrouwe van Walfort: Est 1714 - Jan 1759 Kasteel Keppel)"
Manual,Unmatched (Manual),,,Sophronia and Olindo,A317,,work-English_table.csv,Unmatched Manual & Non-Q ID,Sophronia and Olindo,Work,,,,No match found
Manual,Unmatched (Manual),,,Soprintendenza alle Gallerie,G160,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Soprintendenza alle Gallerie,Place,,,,No match found
Manual,Unmatched (Manual),,,St Benedict,G106,,gio-English_table.csv,Unmatched Manual & Non-Q ID,St Benedict,Place,Q18599237,St Benedict,painting by Nardo di Cione,"Q18599237 (St Benedict: painting by Nardo di Cione) | Q7592643 (St Benedict's School: independent school in Ealing, London, England) | Q44265 (Benedict of Nursia: founder of Christian monasticism, founder of the Benedictine order (480–547)) | Q105089927 (St Benedict: church in Gunton, Suffolk) | Q7592635 (St Benedict's Catholic High School: school in Cumbria, UK)"
Manual,Unmatched (Manual),,,St Francis in Assisi,G177,,gio-English_table.csv,Unmatched Manual & Non-Q ID,St Francis in Assisi,Place,,,,No match found
Manual,Unmatched (Manual),,,St Lawrence,G110,,gio-English_table.csv,Unmatched Manual & Non-Q ID,St Lawrence,Place,Q1890528,St Lawrence,"village and civil parish in Essex, United Kingdom","Q134750 (St. Lawrence River: major river in eastern Canada and the United States, flowing into the Gulf of St. Lawrence) | Q1890528 (St Lawrence: village and civil parish in Essex, United Kingdom) | Q169523 (Gulf of Saint Lawrence: estuary on the east coast of Canada) | Q21725315 (Saint Lawrence: painting by Francisco de Zurbarán in the Hermitage Museum) | Q7593954 (St Lawrence: village in Ventnor, Isle of Wight, England, UK)"
Manual,Unmatched (Manual),,,St Stanislas Kostka,A354,,work-English_table.csv,Unmatched Manual & Non-Q ID,St Stanislas Kostka,Work,,,,No match found
Manual,Unmatched (Manual),,,St Stanislas Kostka on his deathbed,A200,,work-English_table.csv,Unmatched Manual & Non-Q ID,St Stanislas Kostka on his deathbed,Work,,,,No match found
Manual,Unmatched (Manual),,,St Teresa wounded by Christ,A201,,work-English_table.csv,Unmatched Manual & Non-Q ID,St Teresa wounded by Christ,Work,,,,No match found
Manual,Unmatched (Manual),,,St. Andrew's Temple Church,G104,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Saint Andrew's Temple Church,Place,,,,No match found
Manual,Unmatched (Manual),,,St. Dominic Church,G176,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Saint Dominic Church,Place,Q5912219,Saint Dominic Church,"church building in Santo Domingo, Colombia","Q5912219 (Saint Dominic Church: church building in Santo Domingo, Colombia) | Q136674740 (Saint Dominic Church: Catholic church building in Mount Vernon, Columbus, Ohio, USA.) | Q3669896 (Saint Dominic Church: church building in Ruvo di Puglia, Italy) | Q112582953 (Saint Dominic church: church in the municipality of Avio) | Q131216058 (Saint Dominic Church: church building in Cuenca, Azuay, Ecuador)"
Manual,Unmatched (Manual),,,St. Dominic instituting the Rosary,A202,,work-English_table.csv,Unmatched Manual & Non-Q ID,Saint Dominic instituting the Rosary,Work,,,,No match found
Manual,Unmatched (Manual),,,St. Domitilla,A359,,work-English_table.csv,Unmatched Manual & Non-Q ID,Saint Domitilla,Work,Q26255328,Flavia Domitilla,"early Christian saint, probably a fictionalization of Domitilla the niece of emperor Domitian","Q26255328 (Flavia Domitilla: early Christian saint, probably a fictionalization of Domitilla the niece of emperor Domitian) | Q28833054 (Saint Domitilla: painting by anonymous) | Q107402158 (Saint Domitilla with Saint Nereus and Achilleus: oil painting by Cristoforo Roncalli)"
Manual,Unmatched (Manual),,,St. Eustace hunting,A203,,work-English_table.csv,Unmatched Manual & Non-Q ID,Saint Eustace hunting,Work,,,,No match found
Manual,Unmatched (Manual),,,St. Helen finding the True Cross,A400,,work-English_table.csv,Unmatched Manual & Non-Q ID,Saint Helen finding the True Cross,Work,,,,No match found
Manual,Unmatched (Manual),,,St. John and St. Charles Borromeo,A204,,work-English_table.csv,Unmatched Manual & Non-Q ID,Saint John and Saint Charles Borromeo,Work,,,,No match found
Manual,Unmatched (Manual),,,St. John the Baptist,A361,,work-English_table.csv,Unmatched Manual & Non-Q ID,Saint John the Baptist,Work,Q40662,John the Baptist,1st-century Jewish itinerant preacher (Bible),"Q40662 (John the Baptist: 1st-century Jewish itinerant preacher (Bible)) | Q783215 (Saint John the Baptist: painting by Leonardo da Vinci in the Louvre) | Q9015206 (Saint John the Baptist: painting by Caravaggio (Roma, 1610)) | Q3947281 (Saint John the Baptist as a Boy: painting by Andrea del Sarto) | Q3463869 (Saint John the Baptist: painting by Caravaggio in the Galleria Nazionale d'Arte Antica)"
Manual,Unmatched (Manual),,,St. Luigi Gonzaga,A205,,work-English_table.csv,Unmatched Manual & Non-Q ID,Saint Luigi Gonzaga,Work,Q310307,Aloysius Gonzaga,Italian aristocrat and Jesuit seminarian and saint,Q310307 (Aloysius Gonzaga: Italian aristocrat and Jesuit seminarian and saint) | Q41568706 (Luigi Castiglioni: (1766-1847))
Manual,Unmatched (Manual),,,St. Mark,A378,,work-English_table.csv,Unmatched Manual & Non-Q ID,Saint Mark,Work,Q31966,Mark the Evangelist,credited author of the Gospel of Mark and Christian saint; traditionally identified with John Mark,"Q31966 (Mark the Evangelist: credited author of the Gospel of Mark and Christian saint; traditionally identified with John Mark) | Q526195 (Saint Mark: Wikimedia disambiguation page) | Q534108 (Saint Mark: painting by Andrea Mantegna at the Städel Museum, Frankfurt, Germany) | Q3947580 (Saint Mark: painting by Cima da Conegliano) | Q3947582 (Saint Mark: painting by Fra Bartolommeo)"
Manual,Unmatched (Manual),,,St. Peter receiving the Keys,A357,,work-English_table.csv,Unmatched Manual & Non-Q ID,Saint Peter receiving the Keys,Work,,,,No match found
Manual,Unmatched (Manual),,,St. Peter's Basilica,A462,,work-English_table.csv,Unmatched Manual & Non-Q ID,Saint Peter's Basilica,Work,Q12512,St. Peter's Basilica,church in Vatican City,Q12512 (St. Peter's Basilica: church in Vatican City) | Q2081090 (Saint Peter's Basilica: church building in the Netherlands) | Q3531183 (Papal tombs in Old St. Peter's Basilica: Listing of tombs) | Q55741219 (Saint Peter's Basilica in art: Wikimedia list article) | Q64591478 (Saint Peter's Basilica and the Papal Palace: drawing in the National Gallery of Art (NGA 62497))
Manual,Unmatched (Manual),,,St. Philip Neri and the Virgin,A335,,work-English_table.csv,Unmatched Manual & Non-Q ID,Saint Philip Neri and the Virgin,Work,,,,No match found
Manual,Unmatched (Manual),,,St. Romualdo,A327,,work-English_table.csv,Unmatched Manual & Non-Q ID,Saint Romualdo,Work,,,,No match found
Manual,Unmatched (Manual),,,St. William of Aquitaine,A316,,work-English_table.csv,Unmatched Manual & Non-Q ID,Saint William of Aquitaine,Work,Q59827123,Saint William of Aquitaine,painting by Alonso del Arco,"Q59827123 (Saint William of Aquitaine: painting by Alonso del Arco) | Q56096785 (Saint William of Aquitaine: painting by Joachim von I Sandrart) | Q113629056 (Saint William of Aquitaine: painting by Francisco de Zurbarán) | Q52291164 (Saint William of Aquitaine: painting by after Salvator Rosa) | Q119496777 (Saint William of Aquitaine: painting by Simon Vouet (1590–1649), Belfast Harbour Commissioners)"
Manual,Unmatched (Manual),,,St. William of Aquitaine,A367,,work-English_table.csv,Unmatched Manual & Non-Q ID,Saint William of Aquitaine,Work,Q59827123,Saint William of Aquitaine,painting by Alonso del Arco,"Q59827123 (Saint William of Aquitaine: painting by Alonso del Arco) | Q56096785 (Saint William of Aquitaine: painting by Joachim von I Sandrart) | Q113629056 (Saint William of Aquitaine: painting by Francisco de Zurbarán) | Q52291164 (Saint William of Aquitaine: painting by after Salvator Rosa) | Q119496777 (Saint William of Aquitaine: painting by Simon Vouet (1590–1649), Belfast Harbour Commissioners)"
Manual,Unmatched (Manual),,,St.Lawrenc,G107,,gio-English_table.csv,Unmatched Manual & Non-Q ID,SaintLawrenc,Place,,,,"Q104261597 (Saintlawrence: townland in Palmerston, County Dublin, Ireland) | Q22981155 (SaintLawrence Secondary School: secondary school in Kwapa, Uganda)"
Manual,Unmatched (Manual),,,Stamperia Albrizziana,G47,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Stamperia Albrizziana,Place,,,,No match found
Manual,Unmatched (Manual),,,Standard Bearer,A206,,work-English_table.csv,Unmatched Manual & Non-Q ID,Standard Bearer,Work,Q14595679,ensign,"lowest ranking commissioned officer, etymologically the carrier of the ensign flag","Q14595679 (ensign: lowest ranking commissioned officer, etymologically the carrier of the ensign flag) | Q10816384 (khorunzhy: military rank in Poland and Ukraine) | Q2486919 (standard-bearer: person who carries a banner, color, flag, or standard in an official capacity) | Q18338518 (A Standard Bearer: print by Albrecht Dürer) | Q110014554 (Standard-Bearer: painting by Rembrandt studio copy after Rembrandt)"
Manual,Unmatched (Manual),,,State Papers,G80,,gio-English_table.csv,Unmatched Manual & Non-Q ID,State Papers,Place,Q7603850,state papers,,"Q7603850 (state papers: ) | Q98446701 (State Papers 1988: Irish fears over art owned by Nazi war criminal: news article) | Q123165338 (State Papers relating to the Cloth Trade, 1622: article published in the Transactions of the Bristol and Gloucestershire Archaeological Society in 1881) | Q129683186 (State papers: Domestic 1672: scholarly article published on 20 April 1946) | Q123165341 (State Papers respecting Bishop Cheyney, and the Recusants of the Diocese of Gloucester: article published in the Transactions of the Bristol and Gloucestershire Archaeological Society in 1881)"
Manual,Unmatched (Manual),,,State Squidition,G79,,gio-English_table.csv,Unmatched Manual & Non-Q ID,State Squidition,Place,,,,No match found
Manual,Unmatched (Manual),,,Statue of Antenor,A207,,work-English_table.csv,Unmatched Manual & Non-Q ID,Statue of Antenor,Work,,,,No match found
Manual,Unmatched (Manual),,,Statue of Field Marshal Schulenburg,A208,,work-English_table.csv,Unmatched Manual & Non-Q ID,Statue of Field Marshal Schulenburg,Work,,,,No match found
Manual,Unmatched (Manual),,,Statue of Field Marshal Schulenburg,A353,,work-English_table.csv,Unmatched Manual & Non-Q ID,Statue of Field Marshal Schulenburg,Work,,,,No match found
Manual,Unmatched (Manual),,,Statues for the Lateran Basilica,A463,,work-English_table.csv,Unmatched Manual & Non-Q ID,Statues for the Lateran Basilica,Work,,,,No match found
Manual,Unmatched (Manual),,,Stefano Sadani,R189,,name-English_table.csv,Unmatched Manual & Non-Q ID,Stefano Sadani,Person,,,,No match found
Manual,Unmatched (Manual),,,Stella Rudolph,R190,,name-English_table.csv,Unmatched Manual & Non-Q ID,Stella Rudolph,Person,Q134459863,Stella Rudolph,,Q134459863 (Stella Rudolph: )
Manual,Unmatched (Manual),,,Strength protecting Wisdom,A209,,work-English_table.csv,Unmatched Manual & Non-Q ID,Strength protecting Wisdom,Work,,,,No match found
Manual,Unmatched (Manual),,,Strozzi,G127,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Strozzi,Place,Q29575872,Strozzi,family name,"Q437724 (Bernardo Strozzi: Italian painter (1581-1644)) | Q29575872 (Strozzi: family name) | Q1151399 (House of Strozzi: Florentine noble family) | Q106194555 (Strozzigasse: street in Vienna, Austria) | Q1290757 (Strozzigrund: quarter of Vienna)"
Manual,Unmatched (Manual),,,Sulla maniera di Zorzone,A210,,work-English_table.csv,Unmatched Manual & Non-Q ID,Sulla maniera di Zorzone,Work,,,,No match found
Manual,Unmatched (Manual),,,Susanna,A211,,work-English_table.csv,Unmatched Manual & Non-Q ID,Susanna,Work,Q14936808,Susanna,female given name,"Q14936808 (Susanna: female given name) | Q272987 (Saint Susanna: Christian martyr) | Q104717037 (Susanna: vocal track by The Art Company; 1984 studio recording) | Q107037166 (Susanna: genus of plants, synonym of Amellus) | Q100447855 (Susanna: - 1631)"
Manual,Unmatched (Manual),,,Susanna and the Elders,A345,,work-English_table.csv,Unmatched Manual & Non-Q ID,Susanna and the Elders,Work,Q16930210,Susanna and the Elders,episode in the Additions to Daniel,"Q16930210 (Susanna and the Elders: episode in the Additions to Daniel) | Q16913597 (Susanna and the Elders: painting by Rembrandt) | Q3978274 (Susanna and the Elders: painting by Artemisia Gentileschi (Pommersfelden)) | Q25986 (Susanna and the Elders: painting by Albrecht Altdorfer, Alte Pinakothek) | Q3978273 (Susanna and the Elders: painting by Artemisia Gentileschi (Brno))"
Manual,Unmatched (Manual),,,Tarantella Dancers,A464,,work-English_table.csv,Unmatched Manual & Non-Q ID,Tarantella Dancers,Work,,,,No match found
Manual,Unmatched (Manual),,,Tarquin and Lucretia and a Joseph,A212,,work-English_table.csv,Unmatched Manual & Non-Q ID,Tarquin and Lucretia and a Joseph,Work,,,,No match found
