Subject,Subject QID,Predicate,Object,Object QID,Source_Raw
"Maratta, Carlo",/,sponsored,St Stanislas Kostka,/,74
"March, Lord",/,refer_to,"Richmond, Duke of",/,75
"Marchesini, Alessandro",/,created,work for Stefano Conti,/,79
work for Stefano Conti,/,intended_for,Stefano Conti,/,79
"Marigny, Marquis de",/,refer_to,Vandières,/,87
"Marino, Giambattista",/,sponsored,Adone,/,89
"Marino, Giambattista",/,collaborated_on,Poussin,/,90
"Marino, Giambattista",/,sponsored,poems on works by leading artists,/,91
"Marucelli, Francesco",/,sponsored,library,/,95
"Marucelli, Francesco",/,sponsored,lives of painters,/,96
Marucelli Palace,/,located_in,Florence,/,98
"Massimi, Camillo",/,is,the Elder,/,103
"Massimi, Cardinal Camillo",/,is,Carlo,/,104
"Massimi, Cardinal Camillo",/,is,Carlo,/,105
"Massimi, Cardinal Camillo",/,collaborated_on,Claude,/,105
"Massimi, Cardinal Camillo",/,is,Carlo,/,106
"Massimi, Cardinal Camillo",/,collaborated_on,Maratta,/,106
"Massimi, Cardinal Camillo",/,is,Carlo,/,107
"Massimi, Cardinal Camillo",/,collaborated_on,Poussin,/,107
"Massimi, Cardinal Camillo",/,is,Carlo,/,108
"Massimi, Cardinal Camillo",/,collaborated_on,Velasquez,/,108
"Massimi, Cardinal Camillo",/,is,Carlo,/,109
"Massimi, Cardinal Camillo",/,sponsored,appointment as Cardinal,/,109
"Massimi, Cardinal Camillo",/,is,Carlo,/,110
"Massimi, Cardinal Camillo",/,sponsored,as Nunzio to Spain,/,110
"Massimi, Cardinal Camillo",/,is,Carlo,/,111
"Massimi, Cardinal Camillo",/,sponsored,collection of antiquities,/,111
"Massimi, Cardinal Camillo",/,is,Carlo,/,112
"Massimi, Cardinal Camillo",/,sponsored,copies of illustrations of late antique Virgil manuscript,/,112
"Massimi, Cardinal Camillo",/,is,Carlo,/,113
"Massimi, Cardinal Camillo",/,sponsored,dispersal of collection after death,/,113
"Massimi, Cardinal Camillo",/,is,Carlo,/,114
"Massimi, Cardinal Camillo",/,sponsored,library,/,114
"Massimi, Cardinal Camillo",/,is,Carlo,/,115
"Massimi, Cardinal Camillo",/,sponsored,reorganisation of Accademia degli Umoristi,/,115
"Mattei, Tommaso",/,sponsored,"Archbishop's Palace, Ferrara",/,120
"Matteis, Paolo de",/,sponsored,Hercules at the Crossroads,/,122
"Matteis, Paolo de",/,sponsored,between Vice,/,122
"Matteis, Paolo de",/,sponsored,Virtue,/,122
"Matteis, Paolo de",/,created,work for 3rd Earl of Shaftesbury,/,123
"Mazarin, Cardinal",/,collaborated_on,Poussin,/,129
"Mazarin, Cardinal",/,collaborated_on,Poussin,/,130
"Mazarin, Cardinal",/,sponsored,neglect of his mature style,/,130
"Mazarin, Cardinal",/,collaborated_on,Romanelli,/,131
"Mazarin, Cardinal",/,collaborated_on,Sacchetti family,/,132
"Mazarin, Cardinal",/,sponsored,association with Barberini,/,133
"Mazarin, Cardinal",/,sponsored,association with Bentivoglio families,/,133
attempt to get Bernini to settle in France,/,located_in,France,/,134
"Mazarin, Cardinal",/,sponsored,attempt to get Bernini to settle in France,/,134
"Mazarin, Cardinal",/,sponsored,attempt to persuade Algardi to come to France,/,135
"Mazarin, Cardinal",/,sponsored,Brienne's account of farewell to his treasures,/,136
"Mazarin, Cardinal",/,sponsored,inventory of collection,/,137
"Mazarin, Cardinal",/,sponsored,opposition of Fronde to,/,138
purchase of Bentivoglio palace in Rome,/,located_in,Rome,/,139
"Mazarin, Cardinal",/,sponsored,purchase of Bentivoglio palace in Rome,/,139
"Mazarin, Cardinal",/,sponsored,taste,/,140
"Mazzarini, Giulio",/,refer_to,Mazarin,/,143
"Medici, Anna Maria Ludovica de'",/,is,"wife of Johann Wilhelm, Elector Palatinate",/,147
"Medici, Grand Prince Ferdinand de'",/,collaborated_on,art exhibitions,/,151
"Medici, Grand Prince Ferdinand de'",/,collaborated_on,G. M. Crespi,/,152
"Medici, Grand Prince Ferdinand de'",/,collaborated_on,G. M. Crespi,/,153
"Medici, Grand Prince Ferdinand de'",/,sponsored,support in break with conventional 'history picture',/,153
"Medici, Grand Prince Ferdinand de'",/,collaborated_on,Fumiani,/,154
"Medici, Grand Prince Ferdinand de'",/,collaborated_on,Gabbiani,/,155
"Medici, Grand Prince Ferdinand de'",/,collaborated_on,Karl Loth,/,156
"Medici, Grand Prince Ferdinand de'",/,collaborated_on,Livio Mehus,/,157
"Medici, Grand Prince Ferdinand de'",/,collaborated_on,S. Ricci,/,158
"Medici, Grand Prince Ferdinand de'",/,collaborated_on,16th-century Venetian painting,/,159
"Medici, Grand Prince Ferdinand de'",/,collaborated_on,Venice,/,160
"Medici, Grand Prince Ferdinand de'",/,sponsored,collection,/,161
"Medici, Grand Prince Ferdinand de'",/,sponsored,employment of Niccolò Cassana,/,162
"Medici, Grand Prince Ferdinand de'",/,sponsored,patronage of contemporary artists,/,163
"Medici, Grand Prince Ferdinand de'",/,sponsored,collaboration with painters,/,164
"Medici, Grand Prince Ferdinand de'",/,sponsored,support of writers,/,165
"Medici, Grand Prince Ferdinand de'",/,sponsored,taste in painting,/,166
"Medici, Isabella de'",/,is,Duchess of Bracciano,/,169
"Mei, Bernardino",/,sponsored,Justice,/,175
"Mei, Bernardino",/,sponsored,Peace,/,175
"Mei, Bernardino",/,sponsored,Youth rescued from the Pleasures of Venus,/,176
"Melanconici, Niccolò",/,sponsored,Abraham,/,178
"Melanconici, Niccolò",/,sponsored,David with the Head of Goliath,/,179
"work in S. Maria Maggiore, Bergamo",/,located_in,"S. Maria Maggiore, Bergamo",/,180
"Melanconici, Niccolò",/,created,"work in S. Maria Maggiore, Bergamo",/,180
"work in S. Maria Maggiore, Bergamo",/,located_in,"S. Maria Maggiore, Bergamo",/,181
"Melanconici, Niccolò",/,created,"work in S. Maria Maggiore, Bergamo",/,181
"Melanconici, Niccolò",/,sponsored,payment,/,181
"Memmo, Andrea",/,collaborated_on,Carlo Lodoli,/,184
"Memmo, Andrea",/,sponsored,appointment as Procuratore di San Marco,/,185
"Memmo, Andrea",/,sponsored,as Inquisitore alle Arti,/,186
"Memmo, Andrea",/,sponsored,collection of paintings,/,187
"Memmo, Andrea",/,sponsored,Elementi dell'Architettura lodoliana,/,188
"Memmo, Andrea",/,sponsored,enthusiasm for political reform,/,189
"Memmo, Andrea",/,sponsored,notes on the status of painters,/,190
"Memmo, Andrea",/,created,"plan for Prà della Valle, Padua",/,191
"plan for Prà della Valle, Padua",/,intended_for,Pr,/,191
"Memmo, Andrea",/,sponsored,publication of Lodoli's Apologhi,/,192
"Messina, Antonello da",/,sponsored,Deposition,/,198
Miani family,/,located_in,Venice,/,199
"Risen Christ (in Santa Maria sopra Minerva, Rome)",/,located_in,"Santa Maria sopra Minerva, Rome",/,202
Michelangelo,/,sponsored,"Risen Christ (in Santa Maria sopra Minerva, Rome)",/,202
"Mola, Pier Francesco",/,sponsored,Four Elements,/,218
"Mola, Pier Francesco",/,sponsored,Five Elements,/,219
"Molinos, Miguel de",/,sponsored,Guida Spirituale,/,222
"Monaco, Pietro",/,sponsored,activities as dealer,/,224
'Monsù Desiderio',/,refer_to,"Nomé, François",/,227
Montanari palace,/,located_in,Vicenza,/,232
"Monterey, Count of",/,sponsored,employment of Ribera,/,236
"Monterey, Count of",/,sponsored,purchase of Aldobrandini Titians from Ludovisi family,/,237
Morosini family,/,located_in,Venice,/,248
"Muratori, L. A.",/,sponsored,Della pubblica felicità oggetto de' buoni principi,/,260
Naples,/,sponsored,feudal landowners,/,3
"Napoletano, Filippo",/,refer_to,"Angeli, Filippo d'",/,4
"Nazari, Bartolommeo",/,created,Portrait of Carlo Lodoli,/,9
"Negroni, Cardinal Giovan Francesco",/,collaborated_on,chapel of St Francis Xavier,/,14
"Nogari, Giuseppe",/,sponsored,Allegories of Education,/,25
"Nogari, Giuseppe",/,sponsored,Old Man with a Pipe,/,26
"Nogari, Giuseppe",/,sponsored,Old Man with Tobacco Pouch,/,26
"Nogari, Giuseppe",/,sponsored,Old Woman with Glasses,/,27
"Nogari, Giuseppe",/,sponsored,teste di fantasia,/,28
"Nomé, François",/,is,'Monsù Desiderio',/,30
"Nomé, François",/,is,'Monsù Desiderio',/,31
"Nomé, François",/,sponsored,Babylon,/,31
"Nomé, François",/,is,'Monsù Desiderio',/,32
"Nomé, François",/,sponsored,Temple of Solomon,/,32
"Non, Dominique De",/,is,Dominique Vivant-Denon,/,33
"Non, Dominique De",/,is,Dominique Vivant-Denon,/,34
"Non, Dominique De",/,created,engraving of Voltaire portrait,/,34
"Novelli, Pietro",/,is,'il Monrealese',/,38
"Novelli, Pietro Antonio",/,sponsored,Creusa imploring Aeneas to rescue his father Anchises,/,40
"Novelli, Pietro Antonio",/,created,illustrations for Pasquali edition of Goldoni,/,41
illustrations for Pasquali edition of Goldoni,/,intended_for,Pasquali edition of Goldoni,/,41
"Novelli, Pietro Antonio",/,created,illustrations for Zatta edition of Goldoni,/,42
illustrations for Zatta edition of Goldoni,/,intended_for,Zatta edition of Goldoni,/,42
"Novelli, Pietro Antonio",/,sponsored,Perseus and the Head of Medusa,/,43
"Nuzzi, Mario",/,is,Mario de' Fiori,/,46
"Odescalchi, Benedetto",/,is,Pope Innocent XI,/,3
"Olina, P.",/,sponsored,Uccelliera,/,5
"Oliva, Gian Paolo",/,collaborated_on,Bernini,/,7
"Oliva, Gian Paolo",/,collaborated_on,Borgognone,/,8
"Oliva, Gian Paolo",/,collaborated_on,Duke of Parma,/,9
"Oliva, Gian Paolo",/,collaborated_on,Gaulli,/,10
"Oliva, Gian Paolo",/,collaborated_on,Cardinal Negroni,/,11
Oratorians,/,located_in,Rome,/,17
Oratorians,/,located_in,Venice,/,18
Oratorio,/,located_in,Rome,/,19
"Orleans, Philippe d', Regent",/,created,illustrations for Daphnis,/,22
"Orleans, Philippe d', Regent",/,created,illustrations for Chloe,/,22
illustrations for Daphnis,/,intended_for,Daphnis,/,22
illustrations for Chloe,/,intended_for,Chloe,/,22
"Orsini, Paolo Giordano",/,refer_to,Bracciano,/,24
"Ottoboni, Pietro",/,is,Pope Alexander VIII,/,30
"Ottoboni, Cardinal Pietro",/,is,nephew to Pope Alexander VIII,/,31
"Ottoboni, Cardinal Pietro",/,is,nephew to Pope Alexander VIII,/,32
"Ottoboni, Cardinal Pietro",/,sponsored,effect of patronage on painters,/,32
"Ottoboni, Cardinal Pietro",/,is,nephew to Pope Alexander VIII,/,33
"Ottoboni, Cardinal Pietro",/,sponsored,failure to attract painters to Rome,/,33
"Ottoboni, Cardinal Pietro",/,is,nephew to Pope Alexander VIII,/,34
"Ottoboni, Cardinal Pietro",/,sponsored,patronage of Francesco Trevisani,/,34
"Ottoboni, Cardinal Pietro",/,is,nephew to Pope Alexander VIII,/,35
"Ottoboni, Cardinal Pietro",/,sponsored,theatre,/,35
Padovanino,/,refer_to,"Varotari, Alessandro",/,2
Padua,/,sponsored,Prà della Valle,/,4
"Painting, social significance of",/,sponsored,as discussed in Italy in mid 18th century,/,5
Palazzo Ducale,/,located_in,Venice,/,6
"Palladio, Andrea",/,sponsored,"Palazzo Chiericati, Vicenza",/,8
"Palma, Jacopo",/,is,il Giovane,/,11
"Paltronieri, Pietro",/,is,'il Mirandolese',/,13
"Pamfili, Prince Camillo",/,is,nephew to Pope Innocent X,/,14
"Pamfili, Prince Camillo",/,is,nephew to Pope Innocent X,/,15
"Pamfili, Prince Camillo",/,sponsored,meanness and occasional generosity,/,15
"Pamfili, Prince Camillo",/,is,nephew to Pope Innocent X,/,16
"Pamfili, Prince Camillo",/,sponsored,palace,/,16
"Pamfili, Prince Camillo",/,is,nephew to Pope Innocent X,/,17
"Pamfili, Prince Camillo",/,commissioned,villa built by Algardi,/,17
Algardi,/,built,villa built by Algardi,/,17
"Pamfili, Gianbattista",/,is,Pope Innocent X,/,19
"Pamfili, Gianbattista",/,is,Pope Innocent X,/,20
"Pamfili, Gianbattista",/,sponsored,conservative nature of patronage,/,20
"Pamfili, Gianbattista",/,is,Pope Innocent X,/,21
"Pamfili, Gianbattista",/,sponsored,dispute over burial of,/,21
"Pamfili, Gianbattista",/,is,Pope Innocent X,/,22
"Pamfili, Gianbattista",/,sponsored,effect of economic retrenchment on artists,/,22
Pamfili palace,/,is,Piazza Navona,/,24
"Pannini, Giovanni Paolo",/,sponsored,Interior of the Pantheon,/,28
"Paolini, Pietro",/,sponsored,Death of Wallenstein,/,30
Papal states,/,sponsored,increasing poverty,/,32
Papal states,/,sponsored,wealth of in 1623,/,33
"Pareja, Juan de",/,sponsored,Velasquez portrait of,/,34
"Paris, Venetian 18th-century artists in",/,sponsored,see also under French patronage,/,37
"Parma, Dukes of",/,refer_to,Farnese,/,39
"Parmigianino, Francesco",/,sponsored,Madonna del Collo Lungo,/,41
"Pasquali, Giambattista",/,collaborated_on,Carlo Lodoli,/,46
"Pasquali, Giambattista",/,collaborated_on,Joseph Smith,/,47
"Pasquali, Giambattista",/,sponsored,books illustrating paintings by Cignani,/,48
"Pasquali, Giambattista",/,sponsored,books illustrating paintings by Ricci,/,48
"Pasquali, Giambattista",/,sponsored,Dactylografia Smithiana,/,49
"Pasquali, Giambattista",/,sponsored,Beatae Mariae Virginis Officium,/,50
"Pasquali, Giambattista",/,sponsored,difficulties with censorship,/,51
"Pasquali, Giambattista",/,sponsored,edition of Goldoni's works,/,52
"Pasquali, Giambattista",/,created,works of scientific popularization,/,53
Patron-artist relation,/,sponsored,17th century,/,60
"Paul V, Pope",/,refer_to,"Borghese, Camillo",/,61
"Pellegrini, Giovanni Antonio",/,collaborated_on,Crozat,/,65
"Pellegrini, Giovanni Antonio",/,sponsored,Fall of Phaeton,/,66
"Pellegrini, Giovanni Antonio",/,sponsored,Mississippi Gallery of Banque Royale,/,67
"Pellegrini, Giovanni Antonio",/,created,"work for Johann Wilhelm, Elector Palatinate",/,68
"work for Johann Wilhelm, Elector Palatinate",/,intended_for,"Johann Wilhelm, Elector Palatinate",/,68
work in Amsterdam,/,located_in,Amsterdam,/,69
work in Antwerp,/,located_in,Amsterdam,/,69
work in Amsterdam,/,located_in,Antwerp,/,69
work in Antwerp,/,located_in,Antwerp,/,69
"Pellegrini, Giovanni Antonio",/,created,work in Amsterdam,/,69
"Pellegrini, Giovanni Antonio",/,created,work in Antwerp,/,69
work in Dresden,/,located_in,Dresden,/,70
"Pellegrini, Giovanni Antonio",/,created,work in Dresden,/,70
"Pellegrini, Giovanni Antonio",/,created,work in Düsseldorf,/,71
work in England,/,located_in,England,/,72
"Pellegrini, Giovanni Antonio",/,created,work in England,/,72
work in Paris,/,located_in,Paris,/,73
"Pellegrini, Giovanni Antonio",/,created,work in Paris,/,73
Pepoli palace,/,located_in,Bologna,/,74
"Peretti, Felice",/,is,Pope Sixtus V,/,76
"Peretti-Montalto, Cardinal Alessandro",/,collaborated_on,S. Andrea della Valle,/,79
"Permoser, Balthasar",/,sponsored,Apotheosis of Prince Eugene,/,82
Pesaro palace,/,located_in,Venice,/,88
"Pesne, Antoine",/,created,portraits of Frederick the Great,/,91
"Pesne, Antoine",/,created,portraits of of Queen of Prussia,/,91
statue of in Prà della Valle,/,located_in,Pr,/,95
Petrarch,/,created,statue of in Prà della Valle,/,95
Philip IV of Spain,/,sponsored,equestrian statue by Tacca,/,99
"Piazzetta, Giovanni Battista",/,collaborated_on,Francesco Algarotti,/,104
"Piazzetta, Giovanni Battista",/,collaborated_on,Zaccaria Sagredo,/,105
"Piazzetta, Giovanni Battista",/,sponsored,Angelo Custode,/,106
"Piazzetta, Giovanni Battista",/,sponsored,Assumption of the Virgin,/,107
"Piazzetta, Giovanni Battista",/,sponsored,as Marshal Schulenburg's agent in purchase of pictures,/,108
"Piazzetta, Giovanni Battista",/,created,book illustration for Albrizzi,/,109
book illustration for Albrizzi,/,intended_for,Albrizzi,/,109
"Piazzetta, Giovanni Battista",/,sponsored,Beggar holding a Rosary,/,110
"Piazzetta, Giovanni Battista",/,sponsored,Caesar and the Corsairs of Cilicia,/,111
"Piazzetta, Giovanni Battista",/,sponsored,Death of Darius,/,112
"Piazzetta, Giovanni Battista",/,sponsored,Girl with a Basket of Chickens,/,113
"Piazzetta, Giovanni Battista",/,sponsored,Glory of St Dominic,/,114
"Piazzetta, Giovanni Battista",/,created,illustrations for Gerusalemme Liberata,/,115
illustrations for Gerusalemme Liberata,/,intended_for,Gerusalemme Liberata,/,115
"Piazzetta, Giovanni Battista",/,sponsored,Judith with the Head of Holofernes,/,116
"Piazzetta, Giovanni Battista",/,created,Monument to Lord Somers (McSwiny's British Worthies),/,117
"Piazzetta, Giovanni Battista",/,sponsored,Mucius Scaevola at the Altar,/,118
"Piazzetta, Giovanni Battista",/,created,Pastorals painted for Marshal Schulenburg,/,119
Pastorals painted for Marshal Schulenburg,/,intended_for,Marshal Schulenburg,/,119
"Piazzetta, Giovanni Battista",/,created,portraits for Marshal Schulenburg,/,120
"Piazzetta, Giovanni Battista",/,created,other paintings for Marshal Schulenburg,/,120
portraits for Marshal Schulenburg,/,intended_for,Marshal Schulenburg,/,120
other paintings for Marshal Schulenburg,/,intended_for,Marshal Schulenburg,/,120
"Piazzetta, Giovanni Battista",/,sponsored,prices,/,121
"Piazzetta, Giovanni Battista",/,sponsored,Religion trampling on Heresy,/,122
"Piazzetta, Giovanni Battista",/,sponsored,Sacrifice of Iphigenia,/,123
"Piazzetta, Giovanni Battista",/,sponsored,St Philip Neri and the Virgin,/,124
"Piazzetta, Giovanni Battista",/,sponsored,Standard Bearer,/,125
"Piazzetta, Giovanni Battista",/,sponsored,Three Dominican Saints,/,126
"Pignatelli, Antonio",/,is,Pope Innocent XII,/,131
"Piola, Paolo Girolamo",/,sponsored,Danita,/,138
"Pisani, Giorgio",/,sponsored,arrest,/,145
"Pisani, Giorgio",/,sponsored,election as Procuratore di San Marco,/,146
"Pisani, Giorgio",/,sponsored,poems in support of,/,147
"Pisani, Giorgio",/,sponsored,pamphlets in support of,/,147
Pisani palace,/,located_in,Venice,/,148
Pitti Palace,/,located_in,Florence,/,151
"Pittoni, Giovan Battista",/,sponsored,Agrippina being killed on the orders of her son Nero,/,153
"Pittoni, Giovan Battista",/,sponsored,German patrons,/,154
"Pittoni, Giovan Battista",/,created,history paintings for Marshal Schulenburg,/,155
history paintings for Marshal Schulenburg,/,intended_for,Marshal Schulenburg,/,155
"Pittoni, Giovan Battista",/,created,Monuments to (McSwiny's British Worthies),/,156
"Pittoni, Giovan Battista",/,created,Monuments to (McSwiny's British Worthies),/,157
"Pittoni, Giovan Battista",/,sponsored,Archbishop Tillotson,/,157
"Pittoni, Giovan Battista",/,created,Monuments to (McSwiny's British Worthies),/,158
"Pittoni, Giovan Battista",/,sponsored,Isaac Newton,/,158
"Pittoni, Giovan Battista",/,created,Monuments to (McSwiny's British Worthies),/,159
"Pittoni, Giovan Battista",/,sponsored,Lord Dorset,/,159
"Pittoni, Giovan Battista",/,created,Monuments to (McSwiny's British Worthies),/,160
"Pittoni, Giovan Battista",/,sponsored,Lord Stanhope,/,160
"Pittoni, Giovan Battista",/,sponsored,Nero being shown the corpse of Seneca,/,161
Platnerus,/,sponsored,Institutiones Chirurgicae,/,163
Pomerancio,/,refer_to,"Roncalli, Cristoforo",/,173
"Porta, Guglielmo della",/,created,tomb of Paul III,/,181
"Portland, Henry, first Duke of",/,collaborated_on,Sebastiano Ricci,/,183
"Portland, Henry, first Duke of",/,sponsored,Bulstrode Park,/,184
"Portland, Henry, first Duke of",/,sponsored,Rigaud portrait,/,185
"Poussin, Gaspard",/,refer_to,"Dughet, Gaspard",/,187
"Poussin, Nicolas",/,created,altarpieces,/,189
"Poussin, Nicolas",/,collaborated_on,the Barberini,/,190
"Poussin, Nicolas",/,collaborated_on,Leonardo da Vinci,/,191
"Poussin, Nicolas",/,collaborated_on,Marino,/,192
"Poussin, Nicolas",/,collaborated_on,Camillo Massimi,/,193
"Poussin, Nicolas",/,collaborated_on,Cassiano dal Pozzo,/,194
"Poussin, Nicolas",/,sponsored,Annunciation,/,195
"Poussin, Nicolas",/,sponsored,Apollo,/,196
"Poussin, Nicolas",/,sponsored,Daphne,/,196
"Poussin, Nicolas",/,sponsored,Arcadian Shepherds,/,197
"Poussin, Nicolas",/,sponsored,Arcadian Shepherds,/,198
"Poussin, Nicolas",/,sponsored,first version,/,198
"Poussin, Nicolas",/,sponsored,Arcadian Shepherds,/,199
"Poussin, Nicolas",/,sponsored,second version,/,199
"Poussin, Nicolas",/,sponsored,Assumption of the Virgin,/,200
"Poussin, Nicolas",/,sponsored,Aurora,/,201
"Poussin, Nicolas",/,sponsored,Cephalus,/,201
"Poussin, Nicolas",/,sponsored,Bacchanals,/,202
"Poussin, Nicolas",/,sponsored,Camillus handing the Schoolmaster of the Falerii to his Pupils,/,203
"Poussin, Nicolas",/,sponsored,Capture of Jerusalem,/,204
"Poussin, Nicolas",/,sponsored,Capture of Jerusalem,/,205
"Poussin, Nicolas",/,sponsored,second version,/,205
"Poussin, Nicolas",/,sponsored,Dance of Human Life,/,206
"Poussin, Nicolas",/,sponsored,Death of Germanicus,/,207
"Poussin, Nicolas",/,sponsored,Diana,/,208
"Poussin, Nicolas",/,sponsored,Endymion,/,208
"Poussin, Nicolas",/,sponsored,Funeral of Phocion,/,209
"Poussin, Nicolas",/,sponsored,Holy Family with St Catherine,/,210
"Poussin, Nicolas",/,sponsored,illustrations to Cassiano dal Pozzo's edition of Leonardo's Trattato della pittura,/,211
"Poussin, Nicolas",/,sponsored,Inspiration du Poète,/,212
"Poussin, Nicolas",/,sponsored,King Midas,/,213
"Poussin, Nicolas",/,sponsored,Landscape with Man fleeing from Serpent,/,214
"Poussin, Nicolas",/,sponsored,Landscape with St John,/,215
"Poussin, Nicolas",/,sponsored,Landscape with St Matthew,/,216
"Poussin, Nicolas",/,sponsored,Landscape with Woman washing her Feet,/,217
"Poussin, Nicolas",/,sponsored,Mars,/,218
"Poussin, Nicolas",/,sponsored,Venus,/,218
"Poussin, Nicolas",/,sponsored,Martyrdom of St Erasmus,/,219
"Poussin, Nicolas",/,sponsored,Massacre of the Innocents,/,220
"Poussin, Nicolas",/,sponsored,Moses changing Aaron's Rod into a Serpent,/,221
"Poussin, Nicolas",/,sponsored,Moses trampling on Pharaoh's Crown,/,222
"Poussin, Nicolas",/,sponsored,Plague at Ashdod,/,223
"Poussin, Nicolas",/,sponsored,pressure on to return to France,/,224
"Poussin, Nicolas",/,sponsored,Rebecca,/,225
"Poussin, Nicolas",/,sponsored,Eliezer,/,225
"Poussin, Nicolas",/,sponsored,Rest on the Flight into Egypt,/,226
"Poussin, Nicolas",/,sponsored,Sacrifice of Noah,/,227
"Poussin, Nicolas",/,sponsored,Samson,/,228
"Poussin, Nicolas",/,sponsored,Seven Sacraments,/,229
"Poussin, Nicolas",/,sponsored,Spring,/,230
"Poussin, Nicolas",/,sponsored,Tempest with Pyramus,/,231
"Poussin, Nicolas",/,sponsored,Tempest with Thisbe,/,231
"Poussin, Nicolas",/,sponsored,Triumph of Neptune,/,232
"Poussin, Nicolas",/,sponsored,Triumph of Amphitrite,/,232
"Poussin, Nicolas",/,sponsored,Truth uncovered by Time,/,233
"Poussin, Nicolas",/,sponsored,Virgin protecting the City of Spoleto,/,234
work in S. Ignazio,/,located_in,S. Ignazio,/,238
"Pozzo, Andrea",/,created,work in S. Ignazio,/,238
"Pozzo, Cassiano dal",/,collaborated_on,Barberini,/,241
"Pozzo, Cassiano dal",/,collaborated_on,Bernini,/,242
"Pozzo, Cassiano dal",/,collaborated_on,Duquesnoy,/,243
"Pozzo, Cassiano dal",/,collaborated_on,Pietro da Cortona,/,244
"Pozzo, Cassiano dal",/,collaborated_on,Poussin,/,245
"Pozzo, Cassiano dal",/,collaborated_on,Testa,/,246
"Pozzo, Cassiano dal",/,collaborated_on,Vouet,/,247
"Pozzo, Cassiano dal",/,sponsored,Bernini caricature,/,248
"Pozzo, Cassiano dal",/,sponsored,edition of Leonardo's Trattato della pittura,/,249
"Pozzo, Cassiano dal",/,sponsored,influence on artists,/,250
"Pozzo, Cassiano dal",/,sponsored,interest in archaeology,/,251
interest in Venetian painting,/,located_in,Venetian painting,/,252
"Pozzo, Cassiano dal",/,sponsored,interest in Venetian painting,/,252
"Pozzo, Cassiano dal",/,sponsored,museum,/,253
"Pozzo, Cassiano dal",/,sponsored,Museum Chartaceum,/,254
"Pozzo, Cassiano dal",/,sponsored,religious views,/,255
"Pozzo, Cassiano dal",/,sponsored,scientific interests,/,256
"Pozzo, Cassiano dal",/,sponsored,situation after death of Urban VIII,/,257
"Pozzo, Cassiano dal",/,sponsored,visit to Paris with Cardinal Francesco Barberini,/,258
"Preti, Mattia",/,sponsored,Beheading of St Paul,/,261
"Preti, Mattia",/,sponsored,Crucifixion of St Peter,/,262
"Preti, Mattia",/,sponsored,Gaspar Roomer and,/,263
"Preti, Mattia",/,sponsored,Marriage Feast at Cana,/,264
"Preti, Mattia",/,sponsored,Martyrdom of St Bartholomew,/,265
"Professional classes, patronage by",/,sponsored,in Italian provinces in 17th century,/,269
Provincial centres of art patronage,/,sponsored,in 17th century in Italy,/,270
Provincial centres of art patronage,/,sponsored,neglect of Roman painting,/,271
"Puget, Pierre",/,sponsored,Assumption of the Virgin,/,275
"Querini, Angelo",/,collaborated_on,De Non,/,4
"Querini, Angelo",/,collaborated_on,Enlightenment,/,5
"Querini, Angelo",/,collaborated_on,Carlo Lodoli,/,6
"Querini, Angelo",/,sponsored,arrest and detention,/,7
"Querini, Angelo",/,sponsored,country house at Alticchiero,/,8
"Querini, Angelo",/,sponsored,garden,/,9
"Querini, Angelo",/,sponsored,influence of Rousseau,/,10
"Querini, Angelo",/,sponsored,opposition of Marco Foscarini to,/,11
"Querini, Angelo",/,sponsored,romantic,/,12
"Querini, Angelo",/,sponsored,'pagan,/,12
"Querini, Angelo",/,sponsored,Manichean' soul,/,12
"Querini, Angelo",/,sponsored,taste for antique,/,13
"Querini, Angelo",/,sponsored,visit to Voltaire,/,14
Quirinal,/,located_in,Rome,/,16
"Rambaldi, Carlo Antonio",/,sponsored,Apotheosis of Aeneas (with Dardani),/,23
Raphael,/,sponsored,Deposition,/,27
Raphael,/,sponsored,Galatea,/,28
Raphael,/,sponsored,Holy Family,/,29
Raphael,/,sponsored,Madonna del Baldacchino,/,30
Raphael,/,sponsored,St Cecilia,/,31
Raphael,/,sponsored,St George,/,32
Raphael,/,sponsored,St John the Baptist,/,33
Raphael,/,sponsored,St Michael,/,34
"Rapparini, Giorgio Maria",/,created,Portrait du Vrai Mérite dans la personne serenissime de Monseigneur l'Electeur Palatin,/,36
Reason and fantasy,/,sponsored,18th century discussion of roles in creation,/,38
"Religious orders, patronage by",/,sponsored,(see also under individual orders),/,41
"Religious orders, patronage by",/,located_in,Rome,/,42
"Religious orders, patronage by",/,located_in,Rome,/,43
"Religious orders, patronage by",/,sponsored,effect of legal and financial power of Roman aristocracy,/,43
"Religious orders, patronage by",/,located_in,Venice,/,44
Rembrandt,/,sponsored,Alexander the Great,/,46
Rembrandt,/,sponsored,Aristotle contemplating the Bust of Homer,/,47
Rembrandt,/,sponsored,Blind Homer,/,48
Rembrandt,/,created,sketch for The Concord of the State,/,49
sketch for The Concord of the State,/,intended_for,The Concord of the State,/,49
Remondini,/,created,prints for by Piazzetta,/,51
Remondini,/,created,prints for by Amigoni,/,51
Remondini,/,created,prints for by Guarana,/,51
Remondini,/,created,prints for by Pietro Longhi,/,51
"Reni, Guido",/,sponsored,Abduction of Helen,/,53
"Reni, Guido",/,sponsored,Archangel Michael Trampling on the Devil,/,54
"Reni, Guido",/,sponsored,attack on Bamboccianti,/,55
"Reni, Guido",/,sponsored,Aurora,/,56
"Reni, Guido",/,sponsored,Bacchus,/,57
